team,season,situation,games_played,goalsFor,goalsAgainst,xGoalsFor,xGoalsAgainst,xGoalsPercentage,shotsOnGoalFor,shotsOnGoalAgainst,highDangerShotsFor,highDangerShotsAgainst,penaltiesFor,penaltiesAgainst
NYI,2025,5on4,72,32.0,6.0,35.08,5.14,0.87,267.0,49.0,45.0,7.0,14.0,6.0
FLA,2025,other,70,25.0,39.0,28.41,43.66,0.39,139.0,131.0,37.0,62.0,12.0,7.0
FLA,2025,all,70,206.0,232.0,227.88,222.4,0.51,1997.0,1846.0,240.0,250.0,313.0,320.0
FLA,2025,5on5,70,129.0,152.0,137.94,135.8,0.5,1450.0,1410.0,123.0,135.0,270.0,276.0
FLA,2025,4on5,70,6.0,37.0,6.99,38.44,0.15,66.0,248.0,11.0,47.0,10.0,25.0
FLA,2025,5on4,70,46.0,4.0,54.54,4.51,0.92,342.0,57.0,69.0,6.0,21.0,12.0
CGY,2025,other,71,22.0,30.0,26.75,32.74,0.45,105.0,147.0,38.0,40.0,5.0,4.0
CGY,2025,all,71,176.0,216.0,203.82,226.73,0.47,2037.0,2083.0,215.0,247.0,254.0,262.0
CGY,2025,5on5,71,119.0,149.0,138.52,148.63,0.48,1609.0,1577.0,134.0,152.0,212.0,236.0
CGY,2025,4on5,71,10.0,34.0,6.14,38.82,0.14,67.0,296.0,5.0,46.0,10.0,12.0
CGY,2025,5on4,71,25.0,3.0,32.4,6.54,0.83,256.0,63.0,38.0,9.0,27.0,10.0
NJD,2025,other,70,34.0,25.0,34.49,29.15,0.54,138.0,100.0,51.0,40.0,1.0,1.0
NJD,2025,all,70,189.0,213.0,219.97,212.39,0.51,2097.0,1929.0,237.0,241.0,213.0,210.0
NJD,2025,5on5,70,113.0,153.0,140.24,146.53,0.49,1619.0,1540.0,121.0,153.0,190.0,187.0
NJD,2025,4on5,70,3.0,33.0,5.07,32.63,0.13,49.0,249.0,8.0,43.0,10.0,15.0
NJD,2025,5on4,70,39.0,2.0,40.17,4.07,0.91,291.0,40.0,57.0,5.0,12.0,7.0
PIT,2025,other,71,34.0,30.0,35.36,33.29,0.52,152.0,127.0,47.0,45.0,6.0,8.0
PIT,2025,all,71,241.0,215.0,238.41,223.43,0.52,2061.0,1946.0,268.0,250.0,236.0,230.0
PIT,2025,5on5,71,161.0,146.0,156.79,151.18,0.51,1575.0,1512.0,156.0,152.0,217.0,201.0
PIT,2025,4on5,71,3.0,31.0,4.73,32.01,0.13,52.0,242.0,4.0,42.0,9.0,14.0
PIT,2025,5on4,71,43.0,8.0,41.53,6.94,0.86,282.0,65.0,61.0,11.0,4.0,7.0
MIN,2025,other,72,36.0,28.0,34.83,25.66,0.58,135.0,112.0,48.0,30.0,11.0,12.0
MIN,2025,all,72,232.0,203.0,230.73,212.42,0.52,2094.0,2143.0,253.0,197.0,231.0,264.0
MIN,2025,5on5,72,140.0,133.0,149.15,145.82,0.51,1594.0,1688.0,151.0,117.0,200.0,228.0
MIN,2025,4on5,72,5.0,38.0,3.03,36.64,0.08,51.0,291.0,3.0,47.0,9.0,12.0
MIN,2025,5on4,72,51.0,4.0,43.72,4.3,0.91,314.0,52.0,51.0,3.0,11.0,12.0
UTA,2025,other,72,31.0,26.0,29.05,31.65,0.48,100.0,115.0,43.0,41.0,3.0,0.0
UTA,2025,all,72,225.0,203.0,227.27,221.8,0.51,1976.0,1878.0,243.0,228.0,262.0,239.0
UTA,2025,5on5,72,159.0,137.0,155.03,140.88,0.52,1570.0,1429.0,146.0,128.0,232.0,218.0
UTA,2025,4on5,72,5.0,37.0,3.87,44.71,0.08,45.0,294.0,5.0,53.0,12.0,11.0
UTA,2025,5on4,72,30.0,3.0,39.32,4.57,0.9,261.0,40.0,49.0,6.0,15.0,10.0
EDM,2025,other,72,34.0,24.0,31.26,28.47,0.52,139.0,109.0,49.0,37.0,3.0,7.0
EDM,2025,all,72,250.0,243.0,241.39,231.73,0.51,2138.0,1940.0,267.0,255.0,239.0,242.0
EDM,2025,5on5,72,155.0,170.0,161.67,150.44,0.52,1668.0,1503.0,162.0,148.0,218.0,210.0
EDM,2025,4on5,72,5.0,44.0,4.47,47.61,0.09,57.0,275.0,3.0,64.0,8.0,16.0
EDM,2025,5on4,72,56.0,5.0,43.98,5.2,0.89,274.0,53.0,53.0,6.0,10.0,9.0
BUF,2025,other,71,30.0,37.0,37.66,39.21,0.49,105.0,153.0,51.0,59.0,7.0,4.0
BUF,2025,all,71,247.0,207.0,225.69,232.69,0.49,1991.0,2094.0,234.0,256.0,250.0,273.0
BUF,2025,5on5,71,167.0,138.0,148.85,151.02,0.5,1569.0,1597.0,135.0,140.0,229.0,248.0
BUF,2025,4on5,71,8.0,29.0,4.2,38.27,0.1,40.0,295.0,7.0,52.0,6.0,14.0
BUF,2025,5on4,71,42.0,3.0,34.98,4.17,0.89,277.0,49.0,41.0,5.0,8.0,7.0
MTL,2025,other,70,34.0,33.0,43.78,37.67,0.54,151.0,162.0,59.0,54.0,9.0,6.0
MTL,2025,all,70,247.0,225.0,231.15,232.18,0.5,1866.0,1936.0,245.0,267.0,278.0,258.0
MTL,2025,5on5,70,162.0,144.0,139.6,146.89,0.49,1426.0,1441.0,128.0,148.0,246.0,224.0
MTL,2025,4on5,70,5.0,45.0,4.72,45.04,0.09,59.0,297.0,4.0,61.0,11.0,15.0
MTL,2025,5on4,70,46.0,3.0,43.05,2.58,0.94,230.0,36.0,54.0,4.0,12.0,13.0
PHI,2025,other,70,33.0,26.0,30.03,26.66,0.53,121.0,115.0,43.0,35.0,4.0,12.0
PHI,2025,all,70,195.0,210.0,199.2,203.46,0.49,1764.0,1801.0,202.0,215.0,270.0,260.0
PHI,2025,5on5,70,130.0,133.0,127.66,131.49,0.49,1323.0,1355.0,107.0,132.0,238.0,220.0
PHI,2025,4on5,70,5.0,46.0,6.19,40.95,0.13,61.0,282.0,9.0,43.0,8.0,18.0
PHI,2025,5on4,70,27.0,5.0,35.33,4.36,0.89,259.0,49.0,43.0,5.0,20.0,10.0
STL,2025,other,70,20.0,26.0,21.56,33.36,0.39,82.0,135.0,32.0,49.0,6.0,5.0
STL,2025,all,70,183.0,221.0,183.07,213.17,0.46,1758.0,1943.0,186.0,244.0,231.0,221.0
STL,2025,5on5,70,130.0,149.0,134.1,139.42,0.49,1418.0,1507.0,121.0,147.0,209.0,203.0
STL,2025,4on5,70,4.0,44.0,3.23,36.22,0.08,48.0,257.0,2.0,44.0,5.0,8.0
STL,2025,5on4,70,29.0,2.0,24.18,4.17,0.85,210.0,44.0,31.0,4.0,11.0,5.0
VAN,2025,other,70,19.0,40.0,25.85,38.2,0.4,130.0,139.0,39.0,59.0,7.0,7.0
VAN,2025,all,70,177.0,260.0,203.41,246.8,0.45,1830.0,2074.0,233.0,267.0,234.0,236.0
VAN,2025,5on5,70,114.0,168.0,131.55,161.92,0.45,1381.0,1630.0,131.0,147.0,209.0,208.0
VAN,2025,4on5,70,5.0,49.0,4.3,42.38,0.09,46.0,259.0,3.0,56.0,10.0,14.0
VAN,2025,5on4,70,39.0,3.0,41.7,4.29,0.91,273.0,46.0,60.0,5.0,8.0,7.0
WSH,2025,other,72,34.0,30.0,39.42,30.06,0.57,143.0,120.0,60.0,43.0,7.0,8.0
WSH,2025,all,72,219.0,205.0,237.58,232.46,0.51,2055.0,2027.0,261.0,254.0,261.0,254.0
WSH,2025,5on5,72,152.0,124.0,156.31,153.34,0.5,1564.0,1529.0,144.0,153.0,229.0,225.0
WSH,2025,4on5,72,2.0,43.0,4.41,43.22,0.09,57.0,317.0,8.0,50.0,10.0,9.0
WSH,2025,5on4,72,31.0,8.0,37.44,5.84,0.87,291.0,61.0,49.0,8.0,15.0,12.0
ANA,2025,other,71,39.0,30.0,34.69,36.29,0.49,157.0,126.0,44.0,50.0,4.0,7.0
ANA,2025,all,71,232.0,245.0,241.73,240.0,0.5,2155.0,2057.0,241.0,234.0,268.0,268.0
ANA,2025,5on5,71,149.0,163.0,158.33,151.25,0.51,1635.0,1565.0,142.0,122.0,239.0,241.0
ANA,2025,4on5,71,7.0,49.0,7.51,46.68,0.14,77.0,305.0,10.0,55.0,9.0,12.0
ANA,2025,5on4,71,37.0,3.0,41.21,5.77,0.88,286.0,61.0,45.0,7.0,16.0,8.0
SEA,2025,other,70,30.0,28.0,29.47,30.88,0.49,129.0,110.0,34.0,47.0,3.0,5.0
SEA,2025,all,70,199.0,213.0,196.48,218.52,0.47,1779.0,2049.0,204.0,246.0,214.0,222.0
SEA,2025,5on5,70,132.0,132.0,125.72,147.66,0.46,1372.0,1635.0,118.0,145.0,190.0,194.0
SEA,2025,4on5,70,1.0,46.0,1.43,35.98,0.04,24.0,258.0,2.0,48.0,6.0,13.0
SEA,2025,5on4,70,36.0,7.0,39.86,4.0,0.91,254.0,46.0,50.0,6.0,15.0,10.0
TBL,2025,other,70,36.0,26.0,51.31,30.74,0.63,156.0,141.0,71.0,46.0,9.0,8.0
TBL,2025,all,70,253.0,193.0,247.62,206.2,0.55,1975.0,1887.0,265.0,217.0,324.0,323.0
TBL,2025,5on5,70,169.0,126.0,151.46,128.25,0.54,1493.0,1422.0,147.0,111.0,290.0,283.0
TBL,2025,4on5,70,4.0,37.0,3.55,42.96,0.08,51.0,271.0,2.0,54.0,9.0,17.0
TBL,2025,5on4,70,44.0,4.0,41.31,4.26,0.91,275.0,53.0,45.0,6.0,16.0,15.0
COL,2025,other,70,36.0,20.0,35.9,25.35,0.59,114.0,107.0,50.0,31.0,5.0,4.0
COL,2025,all,70,260.0,171.0,257.02,197.85,0.56,2366.0,1837.0,277.0,212.0,225.0,251.0
COL,2025,5on5,70,189.0,109.0,172.43,131.34,0.57,1856.0,1404.0,178.0,122.0,201.0,228.0
COL,2025,4on5,70,1.0,32.0,3.9,36.04,0.1,51.0,263.0,4.0,52.0,12.0,12.0
COL,2025,5on4,70,34.0,10.0,44.8,5.1,0.9,345.0,63.0,45.0,7.0,7.0,7.0
