team,season,situation,games_played,goalsFor,goalsAgainst,xGoalsFor,xGoalsAgainst,xGoalsPercentage,shotsOnGoalFor,shotsOnGoalAgainst,highDangerShotsFor,highDangerShotsAgainst,penaltiesFor,penaltiesAgainst
NSH,2023,5on5,82,168.0,156.0,184.22,163.77,0.53,2037.0,1960.0,190.0,165.0,264.0,283.0
NSH,2023,4on5,82,6.0,50.0,6.45,42.99,0.13,59.0,334.0,7.0,59.0,11.0,11.0
NSH,2023,5on4,82,55.0,4.0,46.27,6.6,0.88,393.0,77.0,58.0,11.0,18.0,10.0
CBJ,2023,other,82,26.0,43.0,29.3,37.88,0.44,152.0,152.0,39.0,55.0,4.0,5.0
CBJ,2023,all,82,234.0,298.0,237.61,289.47,0.45,2458.0,2822.0,261.0,333.0,281.0,255.0
CBJ,2023,5on5,82,175.0,196.0,165.03,201.06,0.45,1938.0,2220.0,165.0,218.0,253.0,237.0
CBJ,2023,4on5,82,4.0,53.0,4.8,45.1,0.1,57.0,380.0,8.0,53.0,7.0,9.0
CBJ,2023,5on4,82,29.0,6.0,38.47,5.43,0.88,311.0,70.0,49.0,7.0,17.0,4.0
VAN,2023,other,82,31.0,32.0,33.76,39.1,0.46,113.0,163.0,55.0,59.0,11.0,6.0
VAN,2023,all,82,279.0,221.0,259.89,241.63,0.52,2328.0,2344.0,324.0,296.0,295.0,300.0
VAN,2023,5on5,82,187.0,138.0,168.13,153.65,0.52,1765.0,1753.0,192.0,175.0,261.0,264.0
VAN,2023,4on5,82,7.0,44.0,6.39,42.79,0.13,70.0,359.0,12.0,55.0,15.0,18.0
VAN,2023,5on4,82,54.0,7.0,51.61,6.09,0.89,380.0,69.0,65.0,7.0,8.0,12.0
MIN,2023,other,82,33.0,26.0,31.34,27.6,0.53,138.0,140.0,44.0,37.0,8.0,7.0
MIN,2023,all,82,248.0,260.0,258.04,238.66,0.52,2472.0,2437.0,275.0,251.0,330.0,331.0
MIN,2023,5on5,82,159.0,163.0,153.57,147.92,0.51,1789.0,1818.0,127.0,138.0,296.0,288.0
MIN,2023,4on5,82,3.0,62.0,4.21,57.28,0.07,56.0,424.0,7.0,67.0,8.0,19.0
MIN,2023,5on4,82,53.0,9.0,68.92,5.87,0.92,489.0,55.0,97.0,9.0,18.0,17.0
NYI,2023,other,82,25.0,44.0,27.16,41.98,0.39,130.0,172.0,35.0,65.0,12.0,4.0
NYI,2023,all,82,245.0,258.0,239.91,264.71,0.48,2470.0,2687.0,288.0,311.0,247.0,254.0
NYI,2023,5on5,82,166.0,158.0,172.08,172.26,0.5,1985.0,2104.0,199.0,178.0,208.0,226.0
NYI,2023,4on5,82,10.0,54.0,4.38,44.81,0.09,45.0,342.0,5.0,61.0,6.0,15.0
NYI,2023,5on4,82,44.0,2.0,36.3,5.65,0.87,310.0,69.0,49.0,7.0,21.0,9.0
PIT,2023,other,82,33.0,22.0,40.35,31.02,0.57,142.0,120.0,57.0,43.0,4.0,10.0
PIT,2023,all,82,253.0,248.0,286.1,255.97,0.53,2685.0,2480.0,345.0,275.0,265.0,277.0
PIT,2023,5on5,82,179.0,172.0,187.65,176.75,0.52,2093.0,1960.0,205.0,175.0,238.0,244.0
PIT,2023,4on5,82,4.0,42.0,7.04,39.67,0.15,68.0,313.0,12.0,45.0,4.0,12.0
PIT,2023,5on4,82,37.0,12.0,51.07,8.54,0.86,382.0,87.0,71.0,12.0,19.0,11.0
COL,2023,other,82,37.0,29.0,38.03,31.72,0.55,137.0,136.0,57.0,50.0,7.0,9.0
COL,2023,all,82,302.0,252.0,291.01,270.27,0.52,2707.0,2446.0,304.0,333.0,287.0,307.0
COL,2023,5on5,82,196.0,168.0,186.58,171.15,0.52,2074.0,1867.0,172.0,182.0,256.0,264.0
COL,2023,4on5,82,6.0,49.0,7.17,58.08,0.11,71.0,367.0,9.0,84.0,10.0,23.0
COL,2023,5on4,82,63.0,6.0,59.23,9.3,0.86,425.0,76.0,66.0,17.0,14.0,11.0
WPG,2023,other,82,35.0,24.0,35.09,29.66,0.54,111.0,130.0,49.0,52.0,4.0,2.0
WPG,2023,all,82,259.0,198.0,247.1,242.81,0.5,2489.0,2429.0,255.0,285.0,263.0,282.0
WPG,2023,5on5,82,179.0,121.0,170.67,161.65,0.51,2010.0,1913.0,161.0,165.0,244.0,262.0
WPG,2023,4on5,82,2.0,48.0,4.98,47.04,0.1,58.0,333.0,7.0,64.0,5.0,12.0
WPG,2023,5on4,82,43.0,5.0,36.34,4.47,0.89,310.0,53.0,38.0,4.0,10.0,6.0
DET,2023,other,82,39.0,26.0,36.13,33.27,0.52,148.0,136.0,53.0,47.0,9.0,12.0
DET,2023,all,82,275.0,273.0,242.89,272.6,0.47,2375.0,2657.0,268.0,288.0,301.0,338.0
DET,2023,5on5,82,179.0,190.0,145.98,171.86,0.46,1761.0,2041.0,139.0,151.0,262.0,291.0
DET,2023,4on5,82,5.0,47.0,6.13,60.04,0.09,66.0,388.0,12.0,81.0,14.0,22.0
DET,2023,5on4,82,52.0,10.0,54.65,7.44,0.88,400.0,92.0,64.0,9.0,16.0,13.0
CAR,2023,other,82,38.0,23.0,33.1,28.77,0.54,122.0,107.0,53.0,45.0,7.0,3.0
CAR,2023,all,82,277.0,211.0,285.86,220.48,0.56,2735.0,2101.0,314.0,257.0,283.0,284.0
CAR,2023,5on5,82,169.0,146.0,187.57,147.58,0.56,2149.0,1668.0,175.0,153.0,253.0,250.0
CAR,2023,4on5,82,9.0,35.0,7.32,38.83,0.16,91.0,259.0,8.0,53.0,6.0,19.0
CAR,2023,5on4,82,61.0,7.0,57.86,5.29,0.92,373.0,67.0,78.0,6.0,17.0,12.0
NJD,2023,other,82,38.0,44.0,38.49,48.5,0.44,162.0,151.0,61.0,80.0,6.0,10.0
NJD,2023,all,82,264.0,281.0,274.6,269.61,0.5,2516.0,2458.0,352.0,328.0,283.0,282.0
NJD,2023,5on5,82,177.0,185.0,186.49,173.39,0.52,1953.0,1924.0,223.0,190.0,254.0,242.0
NJD,2023,4on5,82,3.0,44.0,4.33,39.9,0.1,62.0,317.0,6.0,47.0,8.0,21.0
NJD,2023,5on4,82,46.0,8.0,45.3,7.82,0.85,339.0,66.0,62.0,11.0,15.0,9.0
WSH,2023,other,82,27.0,24.0,30.5,30.93,0.5,117.0,135.0,43.0,40.0,2.0,7.0
WSH,2023,all,82,216.0,252.0,236.54,262.5,0.47,2172.0,2503.0,252.0,301.0,259.0,259.0
WSH,2023,5on5,82,143.0,175.0,159.46,176.72,0.47,1689.0,1961.0,158.0,189.0,231.0,235.0
WSH,2023,4on5,82,3.0,49.0,3.5,49.79,0.07,49.0,345.0,4.0,67.0,10.0,12.0
WSH,2023,5on4,82,43.0,4.0,43.07,5.06,0.9,317.0,62.0,47.0,5.0,16.0,5.0
ANA,2023,other,82,28.0,31.0,32.4,43.67,0.43,157.0,174.0,48.0,65.0,7.0,5.0
ANA,2023,all,82,203.0,293.0,219.06,281.69,0.44,2194.0,2666.0,257.0,291.0,407.0,325.0
ANA,2023,5on5,82,127.0,174.0,144.61,164.61,0.47,1667.0,1920.0,150.0,144.0,363.0,288.0
ANA,2023,4on5,82,10.0,84.0,6.79,67.67,0.09,81.0,519.0,13.0,74.0,10.0,20.0
ANA,2023,5on4,82,38.0,4.0,35.26,5.76,0.86,289.0,53.0,46.0,8.0,27.0,12.0
BUF,2023,other,82,29.0,28.0,39.57,37.04,0.52,158.0,120.0,55.0,63.0,2.0,6.0
BUF,2023,all,82,244.0,243.0,249.63,268.49,0.48,2535.0,2402.0,262.0,313.0,289.0,275.0
BUF,2023,5on5,82,175.0,159.0,168.58,181.85,0.48,1977.0,1844.0,167.0,187.0,265.0,244.0
BUF,2023,4on5,82,6.0,47.0,5.67,43.02,0.12,71.0,376.0,6.0,54.0,10.0,17.0
BUF,2023,5on4,82,34.0,9.0,35.8,6.58,0.84,329.0,62.0,34.0,9.0,12.0,8.0
STL,2023,other,82,30.0,32.0,44.05,36.72,0.55,149.0,120.0,67.0,51.0,4.0,3.0
STL,2023,all,82,234.0,248.0,238.92,273.42,0.47,2370.0,2637.0,262.0,288.0,251.0,282.0
STL,2023,5on5,82,151.0,167.0,149.75,188.3,0.44,1811.0,2124.0,140.0,174.0,225.0,254.0
STL,2023,4on5,82,11.0,44.0,7.03,41.2,0.15,71.0,327.0,9.0,53.0,4.0,10.0
STL,2023,5on4,82,42.0,5.0,38.1,7.2,0.84,339.0,66.0,46.0,10.0,18.0,15.0
PHI,2023,other,82,25.0,39.0,29.04,37.76,0.43,160.0,157.0,40.0,48.0,10.0,5.0
PHI,2023,all,82,231.0,258.0,242.31,238.06,0.5,2708.0,2225.0,261.0,270.0,297.0,316.0
PHI,2023,5on5,82,164.0,180.0,167.97,155.6,0.52,2083.0,1708.0,159.0,162.0,258.0,280.0
PHI,2023,4on5,82,16.0,35.0,9.71,38.59,0.2,112.0,280.0,15.0,51.0,8.0,22.0
PHI,2023,5on4,82,26.0,4.0,35.59,6.11,0.85,353.0,80.0,47.0,9.0,21.0,9.0
TOR,2023,other,82,41.0,34.0,45.4,33.92,0.57,186.0,162.0,73.0,46.0,6.0,8.0
TOR,2023,all,82,298.0,261.0,291.39,264.68,0.52,2671.0,2446.0,340.0,322.0,300.0,296.0
TOR,2023,5on5,82,200.0,170.0,185.64,177.4,0.51,2055.0,1854.0,188.0,205.0,265.0,260.0
TOR,2023,4on5,82,5.0,50.0,6.6,46.05,0.13,66.0,354.0,9.0,58.0,13.0,16.0
TOR,2023,5on4,82,52.0,7.0,53.74,7.31,0.88,364.0,76.0,70.0,13.0,16.0,12.0
ARI,2023,other,82,24.0,40.0,34.33,40.79,0.46,135.0,152.0,51.0,60.0,10.0,7.0
ARI,2023,all,82,254.0,274.0,248.07,273.42,0.48,2275.0,2600.0,293.0,308.0,329.0,319.0
ARI,2023,5on5,82,172.0,172.0,162.66,173.26,0.48,1773.0,1970.0,178.0,173.0,296.0,288.0
ARI,2023,4on5,82,7.0,55.0,4.91,54.24,0.08,61.0,408.0,6.0,71.0,12.0,14.0
ARI,2023,5on4,82,51.0,7.0,46.17,5.12,0.9,306.0,70.0,58.0,4.0,11.0,10.0
BOS,2023,other,82,32.0,40.0,33.03,34.55,0.49,174.0,177.0,44.0,49.0,10.0,10.0
BOS,2023,all,82,263.0,221.0,255.98,253.27,0.5,2399.0,2505.0,305.0,302.0,320.0,294.0
BOS,2023,5on5,82,176.0,135.0,168.42,168.84,0.5,1797.0,1921.0,189.0,177.0,275.0,258.0
BOS,2023,4on5,82,6.0,41.0,7.34,41.61,0.15,73.0,329.0,10.0,61.0,19.0,20.0
BOS,2023,5on4,82,49.0,5.0,47.18,8.26,0.85,355.0,78.0,62.0,15.0,16.0,6.0
EDM,2023,other,82,32.0,28.0,36.77,29.75,0.55,152.0,145.0,53.0,41.0,6.0,11.0
EDM,2023,all,82,292.0,236.0,310.61,230.52,0.57,2768.0,2307.0,376.0,243.0,306.0,279.0
EDM,2023,5on5,82,194.0,153.0,217.14,156.17,0.58,2194.0,1786.0,244.0,150.0,267.0,240.0
EDM,2023,4on5,82,6.0,51.0,8.13,40.49,0.17,77.0,327.0,10.0,46.0,8.0,16.0
EDM,2023,5on4,82,60.0,4.0,48.56,4.12,0.92,345.0,49.0,69.0,6.0,25.0,12.0
FLA,2023,other,82,44.0,28.0,43.38,30.02,0.59,189.0,144.0,65.0,48.0,15.0,8.0
FLA,2023,all,82,265.0,198.0,304.96,230.76,0.57,2766.0,2280.0,361.0,280.0,389.0,360.0
FLA,2023,5on5,82,155.0,120.0,171.44,146.12,0.54,2022.0,1703.0,168.0,154.0,341.0,318.0
FLA,2023,4on5,82,7.0,43.0,6.92,48.35,0.13,85.0,360.0,11.0,66.0,14.0,24.0
FLA,2023,5on4,82,59.0,7.0,83.21,6.27,0.93,470.0,73.0,117.0,12.0,19.0,10.0
SJS,2023,other,82,19.0,38.0,22.51,38.65,0.37,98.0,149.0,37.0,63.0,7.0,9.0
SJS,2023,all,82,180.0,326.0,205.42,313.38,0.4,2069.0,2881.0,233.0,368.0,297.0,257.0
SJS,2023,5on5,82,119.0,226.0,147.1,208.68,0.41,1686.0,2248.0,147.0,221.0,267.0,231.0
SJS,2023,4on5,82,3.0,56.0,3.58,59.02,0.06,54.0,404.0,4.0,74.0,8.0,14.0
SJS,2023,5on4,82,39.0,6.0,32.24,7.04,0.82,231.0,80.0,45.0,10.0,15.0,3.0
DAL,2023,other,82,33.0,27.0,39.26,28.04,0.58,129.0,145.0,64.0,41.0,6.0,4.0
DAL,2023,all,82,294.0,232.0,283.36,226.51,0.56,2588.0,2350.0,318.0,240.0,248.0,248.0
DAL,2023,5on5,82,194.0,161.0,181.52,153.17,0.54,2049.0,1813.0,168.0,151.0,209.0,223.0
DAL,2023,4on5,82,10.0,40.0,8.32,40.3,0.17,70.0,323.0,13.0,44.0,11.0,11.0
DAL,2023,5on4,82,57.0,4.0,54.25,5.01,0.92,340.0,69.0,73.0,4.0,22.0,10.0
MTL,2023,other,82,23.0,45.0,26.03,34.44,0.43,140.0,188.0,37.0,49.0,12.0,14.0
MTL,2023,all,82,232.0,281.0,229.11,280.77,0.45,2269.0,2738.0,259.0,321.0,336.0,312.0
MTL,2023,5on5,82,160.0,166.0,157.87,181.55,0.47,1748.0,2037.0,161.0,190.0,292.0,261.0
MTL,2023,4on5,82,7.0,59.0,5.06,57.89,0.08,63.0,432.0,8.0,72.0,12.0,24.0
MTL,2023,5on4,82,42.0,11.0,40.15,6.88,0.85,318.0,81.0,53.0,10.0,20.0,13.0
VGK,2023,other,82,31.0,33.0,29.08,29.5,0.5,117.0,128.0,44.0,45.0,7.0,8.0
VGK,2023,all,82,263.0,243.0,251.62,248.13,0.5,2548.0,2487.0,292.0,268.0,237.0,275.0
VGK,2023,5on5,82,176.0,163.0,176.72,166.15,0.52,2007.0,1962.0,184.0,151.0,204.0,241.0
VGK,2023,4on5,82,8.0,40.0,6.11,46.61,0.12,63.0,321.0,11.0,64.0,7.0,20.0
VGK,2023,5on4,82,48.0,7.0,39.72,5.86,0.87,361.0,76.0,53.0,8.0,19.0,6.0
CGY,2023,other,82,35.0,30.0,36.72,35.17,0.51,160.0,141.0,51.0,50.0,9.0,9.0
CGY,2023,all,82,253.0,267.0,251.34,256.23,0.5,2573.0,2438.0,278.0,281.0,303.0,308.0
CGY,2023,5on5,82,167.0,182.0,165.2,167.34,0.5,1996.0,1896.0,168.0,161.0,261.0,270.0
CGY,2023,4on5,82,10.0,44.0,5.71,45.31,0.11,81.0,323.0,4.0,52.0,10.0,20.0
CGY,2023,5on4,82,41.0,11.0,43.71,8.41,0.84,336.0,78.0,55.0,18.0,23.0,9.0
LAK,2023,other,82,29.0,24.0,29.21,29.15,0.5,128.0,116.0,40.0,45.0,9.0,3.0
LAK,2023,all,82,254.0,210.0,267.84,234.97,0.53,2616.0,2297.0,318.0,260.0,288.0,293.0
LAK,2023,5on5,82,165.0,143.0,182.33,152.15,0.55,2099.0,1724.0,197.0,148.0,261.0,268.0
LAK,2023,4on5,82,8.0,36.0,7.19,47.36,0.13,74.0,392.0,13.0,58.0,6.0,13.0
LAK,2023,5on4,82,52.0,7.0,49.11,6.31,0.89,315.0,65.0,68.0,9.0,12.0,9.0
