playerId,name,team,season,situation,games_played,icetime
8475156,Mikko Koskinen,EDM,2021,all,45,2628:38
8478499,Adin Hill,SJS,2021,all,25,1376:13
8478009,Ilya Sorokin,NYI,2021,all,52,3072:17
8476434,John Gibson,ANA,2021,all,56,3235:35
8476341,Anton Forsberg,OTT,2021,all,46,2571:27
8479394,Carter Hart,PHI,2021,all,45,2603:04
8476509,Maxime Lagace,TBL,2021,all,2,98:08
8478433,Felix Sandstrom,PHI,2021,all,5,297:15
8475809,Scott Wedgewood,DAL,2021,all,37,2104:50
8477180,Aaron Dell,BUF,2021,all,12,565:23
8480591,Thomas Hodges,ANA,2021,all,1,19:16
8480280,Jeremy Swayman,BOS,2021,all,41,2390:14
8480022,Michael Dipietro,VAN,2021,all,1,57:21
8480925,Pavel Francouz,COL,2021,all,21,1200:09
8479193,Casey DeSmith,PIT,2021,all,26,1418:09
8481597,Hugo Alnefelt,TBL,2021,all,1,20:00
8474596,Jake Allen,MTL,2021,all,35,1947:40
8482076,Nico Daws,NJD,2021,all,25,1271:32
8474667,Harri Sateri,ARI,2021,all,6,298:22
8477967,Thatcher Demko,VAN,2021,all,64,3700:39
8474682,Dustin Tokarski,BUF,2021,all,29,1671:26
8482821,Arvid Soderblom,CHI,2021,all,3,155:49
8476904,Chris Driedger,SEA,2021,all,27,1478:24
8471695,Tuukka Rask,BOS,2021,all,4,196:21
8478007,Elvis Merzlikins,CBJ,2021,all,59,3320:07
8474636,Michael Hutchinson,TOR,2021,all,2,78:43
8481544,Mads Sogaard,OTT,2021,all,2,117:18
8471239,Cory Schneider,NYI,2021,all,1,60:00
8479581,Jack LaFontaine,CAR,2021,all,2,74:57
8480193,Daniil Tarasov,CBJ,2021,all,4,174:51
8476234,Keith Kinkaid,NYR,2021,all,1,60:00
8481033,Akira Schmid,NJD,2021,all,6,235:59
8467950,Craig Anderson,BUF,2021,all,31,1867:15
8475311,Darcy Kuemper,COL,2021,all,57,3258:45
8475789,Jack Campbell,TOR,2021,all,49,2795:24
8476316,Laurent Brossoit,VGK,2021,all,24,1281:26
8478971,Connor Ingram,NSH,2021,all,3,177:45
8475660,Cam Talbot,MIN,2021,all,49,2864:23
8478435,Dan Vladar,CGY,2021,all,23,1243:08
8469608,Mike Smith,EDM,2021,all,28,1579:58
8477831,Pheonix Copley,WSH,2021,all,2,96:35
8477457,Zach Fucale,WSH,2021,all,4,171:35
8476883,Andrei Vasilevskiy,TBL,2021,all,63,3760:45
8479496,David Rittich,NSH,2021,all,17,822:56
8470594,Marc-Andre Fleury,MIN,2021,all,56,3284:52
8478470,Sam Montembeault,MTL,2021,all,38,1942:49
8475622,Carter Hutton,ARI,2021,all,3,115:58
8475852,Petr Mrazek,TOR,2021,all,20,1042:07
8477968,Alex Nedeljkovic,DET,2021,all,59,3230:48
8476945,Connor Hellebuyck,WPG,2021,all,66,3903:30
8480420,Collin Delia,CHI,2021,all,8,343:06
8476412,Jordan Binnington,STL,2021,all,37,2144:57
8471306,Thomas Greiss,DET,2021,all,31,1508:13
8477480,Eric Comrie,WPG,2021,all,19,1024:49
8473503,James Reimer,SJS,2021,all,48,2672:41
8474593,Jacob Markstrom,CGY,2021,all,63,3695:50
8480045,Ukko-Pekka Luukkonen,BUF,2021,all,9,503:04
8476343,Garret Sparks,LAK,2021,all,2,97:13
8476876,Malcolm Subban,BUF,2021,all,4,210:28
8475920,Michael Houser,BUF,2021,all,2,120:00
8475717,Calvin Pickard,DET,2021,all,3,125:38
8479312,Alex Lyon,CAR,2021,all,2,122:49
8471774,Alex Stalock,SJS,2021,all,1,46:07
8471418,Anton Khudobin,DAL,2021,all,9,462:28
8478048,Igor Shesterkin,NYR,2021,all,53,3070:32
8481611,Pyotr Kochetkov,CAR,2021,all,3,148:36
8480947,Kevin Lankinen,CHI,2021,all,32,1815:35
8479361,Joseph Woll,TOR,2021,all,4,239:19
8477970,Vitek Vanecek,WSH,2021,all,42,2317:23
8480373,Josef Korenar,ARI,2021,all,2,70:18
8476932,Anthony Stolarz,ANA,2021,all,28,1506:25
8481031,Ivan Prosvetov,ARI,2021,all,3,185:00
8480981,Joel Hofer,STL,2021,all,2,117:09
8473541,Jonathan Bernier,NJD,2021,all,10,510:06
8478024,Ville Husso,STL,2021,all,40,2341:14
8474889,Martin Jones,PHI,2021,all,35,1997:08
8475883,Frederik Andersen,CAR,2021,all,52,3070:53
8475215,Robin Lehner,VGK,2021,all,44,2546:39
8474651,Braden Holtby,DAL,2021,all,24,1318:28
8478933,Michael McNiven,MTL,2021,all,1,20:00
8477361,Cal Petersen,LAK,2021,all,37,2176:30
8477992,Jonas Johansson,FLA,2021,all,11,486:31
8479313,Zach Sawchenko,SJS,2021,all,7,268:58
8480051,Cayden Primeau,MTL,2021,all,12,519:13
8479406,Filip Gustavsson,OTT,2021,all,18,1047:33
8481519,Spencer Knight,FLA,2021,all,32,1740:14
8471734,Jonathan Quick,LAK,2021,all,46,2685:52
8477293,Antti Raanta,CAR,2021,all,28,1516:38
8478492,Ilya Samsonov,WSH,2021,all,44,2361:18
8476914,Joonas Korpisalo,CBJ,2021,all,22,1128:29
8476899,Matt Murray,OTT,2021,all,20,1181:31
8477202,Andrew Hammond,NJD,2021,all,11,586:28
8475683,Sergei Bobrovsky,FLA,2021,all,54,3082:10
8479979,Jake Oettinger,DAL,2021,all,48,2707:36
8478903,Adam Huska,NYR,2021,all,1,59:42
8478902,Erik Kallgren,TOR,2021,all,14,779:29
8478916,Joey Daccord,SEA,2021,all,5,293:13
8478872,Karel Vejmelka,ARI,2021,all,52,2773:14
8473575,Semyon Varlamov,NYI,2021,all,31,1792:17
8476433,Magnus Hellberg,DET,2021,all,1,60:00
8480313,Logan Thompson,VGK,2021,all,19,1097:44
8476903,Jon Gillies,NJD,2021,all,20,1004:45
8477465,Tristan Jarry,PIT,2021,all,58,3415:11
8476999,Linus Ullmark,BOS,2021,all,41,2330:26
8477424,Juuse Saros,NSH,2021,all,67,3931:23
8470880,Brian Elliott,TBL,2021,all,19,1063:25
8471679,Carey Price,MTL,2021,all,5,297:30
8475234,J-F Berube,CBJ,2021,all,6,305:53
8477484,Spencer Martin,VAN,2021,all,6,378:21
8479292,Charlie Lindgren,STL,2021,all,5,246:25
8481020,Justus Annunen,COL,2021,all,2,96:46
8479973,Stuart Skinner,EDM,2021,all,13,734:09
8470860,Jaroslav Halak,VAN,2021,all,17,796:42
8478406,Mackenzie Blackwood,NJD,2021,all,25,1399:03
8480843,Lukas Dostal,ANA,2021,all,4,201:27
8480382,Alexandar Georgiev,NYR,2021,all,33,1746:06
8475831,Philipp Grubauer,SEA,2021,all,55,3111:25
8475839,Louis Domingue,PIT,2021,all,2,118:45
8478039,Kaapo Kahkonen,SJS,2021,all,36,1946:57
