team,season,situation,games_played,goalsFor,goalsAgainst,xGoalsFor,xGoalsAgainst,xGoalsPercentage,shotsOnGoalFor,shotsOnGoalAgainst,highDangerShotsFor,highDangerShotsAgainst,penaltiesFor,penaltiesAgainst
NSH,2021,all,82,262.0,250.0,251.48,259.4,0.49,2440.0,2647.0,227.0,239.0,375.0,350.0
NSH,2021,5on5,82,165.0,156.0,158.2,158.48,0.5,1878.0,1955.0,119.0,117.0,335.0,314.0
NSH,2021,4on5,82,2.0,53.0,4.54,53.28,0.08,51.0,414.0,2.0,65.0,18.0,23.0
NSH,2021,5on4,82,61.0,5.0,53.77,7.5,0.88,360.0,72.0,65.0,9.0,15.0,7.0
VGK,2021,other,82,34.0,26.0,36.13,34.8,0.51,167.0,144.0,51.0,51.0,3.0,8.0
VGK,2021,all,82,262.0,244.0,266.57,252.35,0.51,2830.0,2459.0,274.0,273.0,250.0,246.0
VGK,2021,5on5,82,183.0,166.0,188.51,170.93,0.52,2279.0,1954.0,169.0,163.0,232.0,221.0
VGK,2021,4on5,82,9.0,46.0,6.28,40.02,0.14,64.0,295.0,9.0,49.0,7.0,11.0
VGK,2021,5on4,82,36.0,6.0,35.65,6.59,0.84,320.0,66.0,45.0,10.0,8.0,6.0
EDM,2021,other,82,37.0,21.0,40.17,22.35,0.64,145.0,151.0,51.0,22.0,4.0,8.0
EDM,2021,all,82,285.0,251.0,286.87,249.37,0.54,2791.0,2647.0,289.0,224.0,275.0,257.0
EDM,2021,5on5,82,181.0,173.0,184.39,173.78,0.51,2161.0,2050.0,171.0,143.0,245.0,225.0
EDM,2021,4on5,82,11.0,51.0,7.92,47.09,0.14,100.0,391.0,5.0,51.0,12.0,17.0
EDM,2021,5on4,82,56.0,6.0,54.38,6.14,0.9,385.0,55.0,62.0,8.0,14.0,7.0
FLA,2021,other,82,45.0,24.0,43.91,32.43,0.58,178.0,132.0,63.0,53.0,10.0,8.0
FLA,2021,all,82,337.0,242.0,319.35,260.84,0.55,3062.0,2515.0,320.0,288.0,320.0,316.0
FLA,2021,5on5,82,218.0,161.0,220.25,173.3,0.56,2438.0,1912.0,187.0,175.0,286.0,289.0
FLA,2021,4on5,82,12.0,49.0,10.92,48.0,0.19,91.0,400.0,19.0,53.0,5.0,12.0
FLA,2021,5on4,82,62.0,8.0,44.26,7.11,0.86,355.0,71.0,51.0,7.0,19.0,7.0
OTT,2021,other,82,26.0,37.0,28.52,34.52,0.45,131.0,144.0,40.0,44.0,6.0,14.0
OTT,2021,all,82,224.0,264.0,249.73,270.68,0.48,2465.0,2740.0,255.0,258.0,313.0,307.0
OTT,2021,5on5,82,147.0,175.0,165.09,185.4,0.47,1919.0,2114.0,151.0,152.0,276.0,262.0
OTT,2021,4on5,82,8.0,48.0,9.07,45.05,0.17,76.0,419.0,12.0,55.0,15.0,18.0
OTT,2021,5on4,82,43.0,4.0,47.06,5.71,0.89,339.0,63.0,52.0,7.0,16.0,13.0
VAN,2021,other,82,30.0,31.0,37.76,31.99,0.54,169.0,150.0,50.0,38.0,8.0,7.0
VAN,2021,all,82,246.0,231.0,249.26,251.24,0.5,2623.0,2612.0,233.0,234.0,273.0,293.0
VAN,2021,5on5,82,157.0,143.0,160.59,166.18,0.49,2036.0,2052.0,127.0,129.0,245.0,266.0
VAN,2021,4on5,82,3.0,51.0,5.28,47.25,0.1,58.0,340.0,6.0,57.0,13.0,15.0
VAN,2021,5on4,82,56.0,6.0,45.63,5.82,0.89,360.0,70.0,50.0,10.0,7.0,5.0
STL,2021,other,82,39.0,31.0,32.32,30.28,0.52,137.0,133.0,40.0,32.0,12.0,5.0
STL,2021,all,82,309.0,239.0,254.52,251.08,0.5,2492.0,2591.0,220.0,220.0,259.0,279.0
STL,2021,5on5,82,200.0,171.0,165.78,183.27,0.47,1909.0,2113.0,118.0,150.0,226.0,246.0
STL,2021,4on5,82,7.0,32.0,7.25,31.13,0.19,81.0,268.0,10.0,33.0,7.0,19.0
STL,2021,5on4,82,63.0,5.0,49.17,6.4,0.88,365.0,77.0,52.0,5.0,14.0,9.0
PHI,2021,other,82,20.0,46.0,30.99,41.52,0.43,161.0,156.0,48.0,54.0,7.0,11.0
PHI,2021,all,82,210.0,294.0,236.92,279.56,0.46,2540.0,2786.0,254.0,283.0,287.0,293.0
PHI,2021,5on5,82,159.0,189.0,165.61,190.9,0.46,1976.0,2189.0,160.0,170.0,263.0,262.0
PHI,2021,4on5,82,6.0,51.0,6.09,39.97,0.13,70.0,359.0,7.0,50.0,7.0,12.0
PHI,2021,5on4,82,25.0,8.0,34.24,7.17,0.83,333.0,82.0,39.0,9.0,10.0,8.0
DET,2021,other,82,33.0,46.0,32.61,49.9,0.4,157.0,163.0,42.0,73.0,6.0,2.0
DET,2021,all,82,227.0,310.0,232.64,282.87,0.45,2415.0,2762.0,249.0,268.0,283.0,287.0
DET,2021,5on5,82,159.0,203.0,161.93,188.36,0.46,1907.0,2215.0,160.0,144.0,254.0,265.0
DET,2021,4on5,82,4.0,52.0,6.15,37.92,0.14,73.0,309.0,10.0,43.0,10.0,6.0
DET,2021,5on4,82,31.0,9.0,31.94,6.68,0.83,278.0,75.0,37.0,8.0,13.0,14.0
BUF,2021,other,82,20.0,32.0,23.87,30.9,0.44,119.0,134.0,33.0,43.0,7.0,3.0
BUF,2021,all,82,229.0,287.0,210.04,255.95,0.45,2451.0,2703.0,176.0,251.0,247.0,259.0
BUF,2021,5on5,82,158.0,201.0,147.94,176.12,0.46,1959.0,2160.0,97.0,151.0,218.0,237.0
BUF,2021,4on5,82,5.0,48.0,5.06,41.76,0.11,64.0,333.0,5.0,47.0,6.0,11.0
BUF,2021,5on4,82,46.0,6.0,33.16,7.17,0.82,309.0,76.0,41.0,10.0,16.0,8.0
SJS,2021,other,82,27.0,42.0,24.23,37.48,0.39,125.0,157.0,33.0,51.0,5.0,8.0
SJS,2021,all,82,211.0,261.0,222.36,257.29,0.46,2400.0,2622.0,210.0,236.0,283.0,278.0
SJS,2021,5on5,82,142.0,179.0,159.89,178.84,0.47,1872.0,2082.0,132.0,142.0,264.0,249.0
SJS,2021,4on5,82,4.0,30.0,5.53,34.67,0.14,91.0,308.0,5.0,39.0,6.0,18.0
SJS,2021,5on4,82,38.0,10.0,32.71,6.3,0.84,312.0,75.0,40.0,4.0,8.0,3.0
COL,2021,other,82,45.0,33.0,42.36,37.58,0.53,174.0,191.0,60.0,53.0,8.0,12.0
COL,2021,all,82,308.0,232.0,275.81,244.16,0.53,2874.0,2627.0,287.0,251.0,293.0,336.0
COL,2021,5on5,82,198.0,153.0,173.79,157.07,0.53,2215.0,2038.0,155.0,140.0,258.0,290.0
COL,2021,4on5,82,6.0,42.0,6.51,43.68,0.13,79.0,333.0,7.0,50.0,8.0,20.0
COL,2021,5on4,82,59.0,4.0,53.15,5.83,0.9,406.0,65.0,65.0,8.0,19.0,14.0
BOS,2021,other,82,31.0,25.0,35.89,32.91,0.52,149.0,157.0,50.0,46.0,11.0,5.0
BOS,2021,all,82,253.0,218.0,260.58,223.86,0.54,2963.0,2354.0,248.0,220.0,336.0,302.0
BOS,2021,5on5,82,174.0,144.0,178.47,135.36,0.57,2371.0,1756.0,155.0,104.0,286.0,264.0
BOS,2021,4on5,82,4.0,43.0,5.72,47.37,0.11,71.0,348.0,5.0,60.0,14.0,14.0
BOS,2021,5on4,82,44.0,6.0,40.49,8.22,0.83,372.0,93.0,38.0,10.0,25.0,19.0
NYR,2021,other,82,35.0,16.0,39.44,17.58,0.69,164.0,123.0,58.0,22.0,6.0,8.0
NYR,2021,all,82,250.0,204.0,239.47,227.42,0.51,2392.0,2529.0,244.0,219.0,283.0,267.0
NYR,2021,5on5,82,158.0,148.0,147.24,165.23,0.47,1841.0,2007.0,121.0,139.0,254.0,236.0
NYR,2021,4on5,82,7.0,38.0,5.94,40.38,0.13,66.0,343.0,7.0,53.0,6.0,14.0
NYR,2021,5on4,82,50.0,2.0,46.84,4.23,0.92,321.0,56.0,58.0,5.0,17.0,9.0
MTL,2021,other,82,25.0,42.0,23.29,33.5,0.41,148.0,164.0,31.0,42.0,8.0,10.0
MTL,2021,all,82,218.0,317.0,216.55,278.75,0.44,2444.0,2824.0,221.0,289.0,319.0,297.0
MTL,2021,5on5,82,156.0,196.0,155.15,185.87,0.46,1906.0,2169.0,147.0,181.0,272.0,256.0
MTL,2021,4on5,82,5.0,67.0,7.36,51.82,0.12,91.0,421.0,10.0,55.0,13.0,19.0
MTL,2021,5on4,82,32.0,12.0,30.75,7.55,0.8,299.0,70.0,33.0,11.0,26.0,12.0
TBL,2021,other,82,40.0,30.0,37.79,33.42,0.53,155.0,136.0,55.0,47.0,9.0,14.0
TBL,2021,all,82,285.0,228.0,270.79,252.28,0.52,2535.0,2442.0,256.0,246.0,335.0,341.0
TBL,2021,5on5,82,183.0,149.0,177.88,163.7,0.52,1930.0,1900.0,136.0,124.0,297.0,300.0
TBL,2021,4on5,82,7.0,45.0,7.59,47.24,0.14,64.0,334.0,13.0,64.0,14.0,20.0
TBL,2021,5on4,82,55.0,4.0,47.53,7.92,0.86,386.0,72.0,52.0,11.0,15.0,7.0
LAK,2021,other,82,33.0,20.0,35.89,25.61,0.58,154.0,119.0,47.0,37.0,3.0,11.0
LAK,2021,all,82,235.0,232.0,272.44,242.29,0.53,2866.0,2343.0,275.0,247.0,274.0,288.0
LAK,2021,5on5,82,155.0,152.0,187.62,166.18,0.53,2225.0,1815.0,175.0,148.0,249.0,263.0
LAK,2021,4on5,82,11.0,52.0,7.72,43.19,0.15,83.0,331.0,10.0,51.0,6.0,9.0
LAK,2021,5on4,82,36.0,8.0,41.21,7.29,0.85,404.0,78.0,43.0,11.0,16.0,5.0
ANA,2021,other,82,23.0,39.0,21.99,37.3,0.37,120.0,174.0,26.0,44.0,10.0,4.0
ANA,2021,all,82,228.0,266.0,215.84,248.46,0.46,2395.0,2725.0,203.0,201.0,295.0,286.0
ANA,2021,5on5,82,155.0,187.0,154.81,166.4,0.48,1938.0,2102.0,131.0,119.0,266.0,262.0
ANA,2021,4on5,82,4.0,37.0,4.72,39.81,0.11,58.0,380.0,5.0,34.0,6.0,18.0
ANA,2021,5on4,82,46.0,3.0,34.32,4.95,0.87,279.0,69.0,41.0,4.0,13.0,2.0
CAR,2021,other,82,33.0,27.0,39.32,29.95,0.57,139.0,159.0,56.0,43.0,10.0,9.0
CAR,2021,all,82,277.0,200.0,290.18,226.53,0.56,2798.0,2310.0,303.0,232.0,312.0,264.0
CAR,2021,5on5,82,193.0,141.0,199.03,158.44,0.56,2210.0,1814.0,186.0,144.0,277.0,226.0
CAR,2021,4on5,82,4.0,29.0,8.65,30.09,0.22,102.0,269.0,9.0,31.0,9.0,24.0
CAR,2021,5on4,82,47.0,3.0,43.18,8.05,0.84,347.0,68.0,52.0,14.0,16.0,5.0
DAL,2021,other,82,32.0,37.0,34.05,34.52,0.5,153.0,167.0,43.0,41.0,11.0,11.0
DAL,2021,all,82,233.0,244.0,264.52,233.38,0.53,2486.0,2546.0,280.0,206.0,246.0,257.0
DAL,2021,5on5,82,147.0,160.0,171.56,161.01,0.52,1936.0,2012.0,162.0,127.0,216.0,224.0
DAL,2021,4on5,82,7.0,42.0,5.22,31.14,0.14,63.0,284.0,5.0,31.0,5.0,16.0
DAL,2021,5on4,82,47.0,5.0,53.69,6.71,0.89,334.0,83.0,70.0,7.0,14.0,6.0
NYI,2021,other,82,22.0,33.0,23.82,29.42,0.45,134.0,154.0,30.0,41.0,7.0,6.0
NYI,2021,all,82,229.0,231.0,217.06,239.85,0.48,2368.0,2670.0,226.0,245.0,274.0,273.0
NYI,2021,5on5,82,159.0,160.0,150.94,169.51,0.47,1870.0,2154.0,139.0,156.0,245.0,248.0
NYI,2021,4on5,82,4.0,32.0,5.28,35.05,0.13,65.0,297.0,6.0,40.0,6.0,14.0
NYI,2021,5on4,82,44.0,6.0,37.03,5.87,0.86,299.0,65.0,51.0,8.0,16.0,5.0
NJD,2021,other,82,23.0,35.0,26.76,30.99,0.46,132.0,113.0,33.0,41.0,3.0,5.0
NJD,2021,all,82,245.0,302.0,241.76,246.15,0.5,2562.0,2540.0,207.0,227.0,257.0,269.0
NJD,2021,5on5,82,182.0,216.0,181.26,175.05,0.51,2114.0,2099.0,141.0,145.0,228.0,247.0
NJD,2021,4on5,82,5.0,37.0,5.05,32.13,0.14,61.0,253.0,5.0,33.0,9.0,12.0
NJD,2021,5on4,82,35.0,14.0,28.69,7.96,0.78,255.0,75.0,28.0,8.0,17.0,5.0
WSH,2021,other,82,38.0,39.0,36.69,30.35,0.55,167.0,143.0,49.0,38.0,9.0,7.0
WSH,2021,all,82,270.0,242.0,245.49,226.08,0.52,2578.0,2380.0,235.0,221.0,267.0,304.0
WSH,2021,5on5,82,179.0,157.0,158.47,155.95,0.5,1995.0,1878.0,121.0,140.0,231.0,276.0
WSH,2021,4on5,82,7.0,38.0,5.97,34.07,0.15,57.0,277.0,9.0,35.0,10.0,13.0
WSH,2021,5on4,82,46.0,8.0,44.36,5.71,0.89,359.0,82.0,56.0,8.0,17.0,8.0
CGY,2021,other,82,39.0,26.0,30.27,25.36,0.54,125.0,132.0,40.0,35.0,9.0,6.0
CGY,2021,all,82,291.0,206.0,265.06,210.92,0.56,2909.0,2375.0,236.0,199.0,298.0,302.0
CGY,2021,5on5,82,196.0,140.0,180.94,148.18,0.55,2305.0,1867.0,134.0,121.0,268.0,266.0
CGY,2021,4on5,82,6.0,37.0,6.41,31.6,0.17,80.0,303.0,6.0,35.0,9.0,20.0
CGY,2021,5on4,82,50.0,3.0,47.44,5.77,0.89,399.0,73.0,56.0,8.0,12.0,10.0
CHI,2021,other,82,26.0,43.0,25.4,33.63,0.43,137.0,150.0,26.0,44.0,6.0,5.0
CHI,2021,all,82,213.0,289.0,203.88,231.51,0.47,2362.0,2703.0,176.0,213.0,260.0,286.0
CHI,2021,5on5,82,143.0,192.0,133.99,152.63,0.47,1824.0,2137.0,102.0,109.0,231.0,259.0
CHI,2021,4on5,82,2.0,48.0,4.82,40.11,0.11,60.0,342.0,6.0,56.0,8.0,14.0
CHI,2021,5on4,82,42.0,6.0,39.66,5.15,0.89,341.0,74.0,42.0,4.0,15.0,8.0
TOR,2021,other,82,34.0,26.0,35.25,29.92,0.54,146.0,156.0,51.0,38.0,4.0,5.0
TOR,2021,all,82,312.0,252.0,294.76,230.21,0.56,2835.0,2512.0,292.0,207.0,273.0,283.0
TOR,2021,5on5,82,208.0,182.0,203.45,165.47,0.55,2233.0,1993.0,168.0,133.0,246.0,253.0
TOR,2021,4on5,82,12.0,41.0,10.69,29.29,0.27,96.0,294.0,15.0,29.0,4.0,12.0
TOR,2021,5on4,82,58.0,3.0,45.37,5.52,0.89,360.0,69.0,58.0,7.0,19.0,13.0
MIN,2021,other,82,51.0,34.0,42.08,38.08,0.53,216.0,157.0,58.0,54.0,8.0,10.0
MIN,2021,all,82,305.0,249.0,253.83,243.25,0.51,2669.0,2577.0,238.0,240.0,337.0,341.0
MIN,2021,5on5,82,207.0,150.0,161.91,141.79,0.53,2037.0,1916.0,127.0,104.0,301.0,299.0
MIN,2021,4on5,82,2.0,60.0,4.22,56.75,0.07,56.0,419.0,1.0,72.0,7.0,14.0
MIN,2021,5on4,82,45.0,5.0,45.63,6.64,0.87,360.0,85.0,52.0,10.0,21.0,18.0
ARI,2021,other,82,22.0,22.0,28.55,28.92,0.5,133.0,131.0,38.0,42.0,9.0,7.0
ARI,2021,all,82,206.0,309.0,196.75,275.46,0.42,2121.0,2910.0,186.0,281.0,315.0,256.0
ARI,2021,5on5,82,157.0,221.0,138.34,188.46,0.42,1696.0,2283.0,112.0,171.0,281.0,229.0
ARI,2021,4on5,82,3.0,62.0,4.58,52.25,0.08,56.0,429.0,4.0,63.0,9.0,14.0
ARI,2021,5on4,82,24.0,4.0,25.29,5.85,0.81,236.0,67.0,32.0,5.0,16.0,6.0
SEA,2021,other,82,24.0,39.0,23.71,35.6,0.4,124.0,102.0,32.0,52.0,7.0,3.0
SEA,2021,all,82,213.0,284.0,213.61,243.14,0.47,2381.0,2367.0,203.0,244.0,267.0,262.0
SEA,2021,5on5,82,152.0,189.0,147.82,162.5,0.48,1884.0,1880.0,111.0,143.0,241.0,230.0
SEA,2021,4on5,82,8.0,51.0,6.91,40.27,0.15,62.0,325.0,13.0,44.0,8.0,14.0
SEA,2021,5on4,82,29.0,5.0,35.17,4.76,0.88,311.0,60.0,47.0,5.0,11.0,15.0
