team,season,situation,games_played
ARI,2021,5on5,5
OTT,2021,5on5,3
CHI,2021,5on5,8
PHI,2021,5on5,5
COL,2021,5on5,9
SJS,2021,5on5,25
EDM,2021,5on5,5
LAK,2021,5on5,7
WSH,2021,5on5,10
TOR,2021,5on5,19
CBJ,2021,5on5,17
EDM,2021,5on5,6
BUF,2021,5on5,10
FLA,2021,5on5,3
NJD,2021,5on5,13
MTL,2021,5on5,2
NSH,2021,5on5,23
BUF,2021,5on5,42
NSH,2021,5on5,28
NYI,2021,5on5,15
OTT,2021,5on5,1
PIT,2021,5on5,64
FLA,2021,5on5,36
MIN,2021,5on5,10
VAN,2021,5on5,16
PHI,2021,5on5,17
FLA,2021,5on5,5
FLA,2021,5on5,8
CHI,2021,5on5,3
ARI,2021,5on5,2
CBJ,2021,5on5,6
ANA,2021,5on5,7
STL,2021,5on5,3
NJD,2021,5on5,12
VAN,2021,5on5,27
TBL,2021,5on5,75
EDM,2021,5on5,15
WSH,2021,5on5,13
NJD,2021,5on5,34
COL,2021,5on5,59
PHI,2021,5on5,13
SEA,2021,5on5,6
WPG,2021,5on5,26
NYR,2021,5on5,4
VAN,2021,5on5,22
PHI,2021,5on5,17
VAN,2021,5on5,13
OTT,2021,5on5,27
MTL,2021,5on5,9
PHI,2021,5on5,6
SEA,2021,5on5,18
VAN,2021,5on5,6
VGK,2021,5on5,14
ANA,2021,5on5,2
OTT,2021,5on5,15
ANA,2021,5on5,27
SEA,2021,5on5,5
FLA,2021,5on5,12
PIT,2021,5on5,48
CGY,2021,5on5,3
WPG,2021,5on5,1
NYR,2021,5on5,3
VGK,2021,5on5,4
STL,2021,5on5,37
MTL,2021,5on5,10
CAR,2021,5on5,22
STL,2021,5on5,18
VGK,2021,5on5,4
SJS,2021,5on5,5
NYI,2021,5on5,35
DET,2021,5on5,6
TBL,2021,5on5,3
VGK,2021,5on5,23
BOS,2021,5on5,4
NYR,2021,5on5,17
NSH,2021,5on5,6
FLA,2021,5on5,10
MTL,2021,5on5,5
NJD,2021,5on5,10
ARI,2021,5on5,14
EDM,2021,5on5,16
NSH,2021,5on5,4
OTT,2021,5on5,17
CAR,2021,5on5,11
MTL,2021,5on5,2
CAR,2021,5on5,6
EDM,2021,5on5,55
BOS,2021,5on5,2
NYR,2021,5on5,3
COL,2021,5on5,11
FLA,2021,5on5,3
NYR,2021,5on5,21
NSH,2021,5on5,15
MTL,2021,5on5,14
STL,2021,5on5,54
VAN,2021,5on5,6
BUF,2021,5on5,28
SJS,2021,5on5,8
FLA,2021,5on5,5
VAN,2021,5on5,12
TOR,2021,5on5,5
ARI,2021,5on5,11
CHI,2021,5on5,6
SJS,2021,5on5,4
STL,2021,5on5,23
WPG,2021,5on5,9
ARI,2021,5on5,7
OTT,2021,5on5,25
FLA,2021,5on5,18
CBJ,2021,5on5,29
EDM,2021,5on5,65
CBJ,2021,5on5,57
CHI,2021,5on5,7
NJD,2021,5on5,57
BUF,2021,5on5,22
SEA,2021,5on5,5
CHI,2021,5on5,5
NSH,2021,5on5,5
VGK,2021,5on5,2
VAN,2021,5on5,4
MIN,2021,5on5,3
WPG,2021,5on5,3
DET,2021,5on5,11
VGK,2021,5on5,11
CBJ,2021,5on5,58
STL,2021,5on5,15
CHI,2021,5on5,16
WSH,2021,5on5,63
NSH,2021,5on5,6
WPG,2021,5on5,14
STL,2021,5on5,31
CHI,2021,5on5,2
CAR,2021,5on5,19
ANA,2021,5on5,8
PHI,2021,5on5,6
NYI,2021,5on5,6
TBL,2021,5on5,1
WSH,2021,5on5,13
CGY,2021,5on5,9
NYI,2021,5on5,18
COL,2021,5on5,5
DAL,2021,5on5,32
PHI,2021,5on5,5
SJS,2021,5on5,9
NYR,2021,5on5,3
FLA,2021,5on5,31
MTL,2021,5on5,17
DAL,2021,5on5,23
CHI,2021,5on5,30
BUF,2021,5on5,13
BUF,2021,5on5,27
EDM,2021,5on5,28
VAN,2021,5on5,6
STL,2021,5on5,4
NYR,2021,5on5,13
NSH,2021,5on5,12
DET,2021,5on5,1
FLA,2021,5on5,11
ARI,2021,5on5,2
STL,2021,5on5,52
TOR,2021,5on5,37
CBJ,2021,5on5,12
COL,2021,5on5,2
CAR,2021,5on5,8
FLA,2021,5on5,7
NYR,2021,5on5,27
NJD,2021,5on5,50
CAR,2021,5on5,8
NYI,2021,5on5,41
CHI,2021,5on5,11
CHI,2021,5on5,5
NYI,2021,5on5,48
MTL,2021,5on5,4
DAL,2021,5on5,11
LAK,2021,5on5,7
WPG,2021,5on5,43
MIN,2021,5on5,2
ANA,2021,5on5,4
WPG,2021,5on5,7
SEA,2021,5on5,27
TBL,2021,5on5,2
STL,2021,5on5,17
SJS,2021,5on5,27
CGY,2021,5on5,22
CBJ,2021,5on5,8
PIT,2021,5on5,10
MIN,2021,5on5,13
EDM,2021,5on5,3
NYI,2021,5on5,8
SJS,2021,5on5,16
BUF,2021,5on5,11
VGK,2021,5on5,5
BUF,2021,5on5,20
EDM,2021,5on5,4
OTT,2021,5on5,3
FLA,2021,5on5,12
ARI,2021,5on5,8
NYI,2021,5on5,44
TBL,2021,5on5,14
TBL,2021,5on5,7
CHI,2021,5on5,6
SJS,2021,5on5,5
SJS,2021,5on5,22
EDM,2021,5on5,6
ARI,2021,5on5,8
MTL,2021,5on5,11
MTL,2021,5on5,10
DAL,2021,5on5,12
TOR,2021,5on5,24
PHI,2021,5on5,9
TBL,2021,5on5,8
MTL,2021,5on5,10
NJD,2021,5on5,30
DET,2021,5on5,9
FLA,2021,5on5,71
CAR,2021,5on5,27
NYR,2021,5on5,1
SEA,2021,5on5,18
VGK,2021,5on5,36
DET,2021,5on5,17
MTL,2021,5on5,1
NYR,2021,5on5,1
MTL,2021,5on5,30
FLA,2021,5on5,22
DET,2021,5on5,10
FLA,2021,5on5,6
PHI,2021,5on5,13
DET,2021,5on5,4
VGK,2021,5on5,11
DAL,2021,5on5,14
BOS,2021,5on5,6
NSH,2021,5on5,12
TOR,2021,5on5,37
CBJ,2021,5on5,3
CGY,2021,5on5,12
CBJ,2021,5on5,7
STL,2021,5on5,6
BOS,2021,5on5,3
CBJ,2021,5on5,3
COL,2021,5on5,7
SEA,2021,5on5,7
SJS,2021,5on5,13
MIN,2021,5on5,11
SEA,2021,5on5,22
STL,2021,5on5,4
TBL,2021,5on5,70
STL,2021,5on5,7
VGK,2021,5on5,15
PHI,2021,5on5,6
SEA,2021,5on5,13
BOS,2021,5on5,38
NYR,2021,5on5,3
DET,2021,5on5,3
EDM,2021,5on5,17
VAN,2021,5on5,22
BOS,2021,5on5,12
SEA,2021,5on5,13
STL,2021,5on5,29
CHI,2021,5on5,8
EDM,2021,5on5,3
VGK,2021,5on5,6
LAK,2021,5on5,3
NYI,2021,5on5,57
TOR,2021,5on5,25
CBJ,2021,5on5,15
EDM,2021,5on5,8
VGK,2021,5on5,7
NYI,2021,5on5,17
CAR,2021,5on5,9
MTL,2021,5on5,24
NJD,2021,5on5,52
OTT,2021,5on5,5
PHI,2021,5on5,13
VAN,2021,5on5,14
SEA,2021,5on5,12
VGK,2021,5on5,3
NJD,2021,5on5,11
STL,2021,5on5,7
NYR,2021,5on5,14
PIT,2021,5on5,4
CHI,2021,5on5,36
VGK,2021,5on5,2
SEA,2021,5on5,3
FLA,2021,5on5,7
ANA,2021,5on5,3
STL,2021,5on5,4
MIN,2021,5on5,3
NSH,2021,5on5,25
PIT,2021,5on5,2
MIN,2021,5on5,4
FLA,2021,5on5,15
EDM,2021,5on5,5
WSH,2021,5on5,4
PIT,2021,5on5,2
VAN,2021,5on5,7
NYR,2021,5on5,14
WPG,2021,5on5,2
SJS,2021,5on5,4
NJD,2021,5on5,13
WSH,2021,5on5,6
DET,2021,5on5,4
PHI,2021,5on5,10
ANA,2021,5on5,1
NYR,2021,5on5,23
PIT,2021,5on5,5
NYI,2021,5on5,17
CBJ,2021,5on5,16
CGY,2021,5on5,3
BOS,2021,5on5,4
NJD,2021,5on5,43
BOS,2021,5on5,25
WPG,2021,5on5,5
CGY,2021,5on5,6
PHI,2021,5on5,23
ARI,2021,5on5,9
STL,2021,5on5,9
EDM,2021,5on5,61
DET,2021,5on5,4
COL,2021,5on5,13
DAL,2021,5on5,20
WSH,2021,5on5,7
ANA,2021,5on5,8
LAK,2021,5on5,19
SJS,2021,5on5,45
BOS,2021,5on5,26
COL,2021,5on5,33
FLA,2021,5on5,12
COL,2021,5on5,3
MTL,2021,5on5,10
LAK,2021,5on5,7
EDM,2021,5on5,32
NJD,2021,5on5,3
CBJ,2021,5on5,16
COL,2021,5on5,51
WPG,2021,5on5,3
BOS,2021,5on5,28
NYI,2021,5on5,30
PIT,2021,5on5,4
NJD,2021,5on5,35
PIT,2021,5on5,6
COL,2021,5on5,26
DAL,2021,5on5,15
WSH,2021,5on5,31
PHI,2021,5on5,1
VAN,2021,5on5,22
FLA,2021,5on5,15
NYI,2021,5on5,24
CBJ,2021,5on5,23
TOR,2021,5on5,3
CAR,2021,5on5,11
SJS,2021,5on5,27
CAR,2021,5on5,3
TBL,2021,5on5,17
TOR,2021,5on5,7
LAK,2021,5on5,22
WSH,2021,5on5,9
BOS,2021,5on5,3
MTL,2021,5on5,4
CHI,2021,5on5,5
NJD,2021,5on5,11
STL,2021,5on5,6
EDM,2021,5on5,17
SJS,2021,5on5,23
EDM,2021,5on5,27
NYR,2021,5on5,30
CBJ,2021,5on5,11
FLA,2021,5on5,9
STL,2021,5on5,7
CAR,2021,5on5,7
CGY,2021,5on5,61
WPG,2021,5on5,8
LAK,2021,5on5,3
CGY,2021,5on5,16
NYI,2021,5on5,67
PHI,2021,5on5,2
ARI,2021,5on5,5
DET,2021,5on5,28
TBL,2021,5on5,5
STL,2021,5on5,5
MIN,2021,5on5,2
OTT,2021,5on5,16
VAN,2021,5on5,73
TBL,2021,5on5,23
ARI,2021,5on5,8
WPG,2021,5on5,5
NYR,2021,5on5,16
VGK,2021,5on5,12
FLA,2021,5on5,5
MTL,2021,5on5,6
DET,2021,5on5,5
DAL,2021,5on5,22
MTL,2021,5on5,9
NYI,2021,5on5,28
DAL,2021,5on5,3
BOS,2021,5on5,4
NJD,2021,5on5,22
CAR,2021,5on5,3
CBJ,2021,5on5,76
VAN,2021,5on5,28
VAN,2021,5on5,17
NJD,2021,5on5,2
TOR,2021,5on5,3
LAK,2021,5on5,6
ANA,2021,5on5,1
CHI,2021,5on5,11
TBL,2021,5on5,9
COL,2021,5on5,18
DET,2021,5on5,35
DAL,2021,5on5,16
MTL,2021,5on5,3
VAN,2021,5on5,12
CHI,2021,5on5,3
DAL,2021,5on5,19
ARI,2021,5on5,15
PIT,2021,5on5,15
OTT,2021,5on5,37
NSH,2021,5on5,21
CAR,2021,5on5,7
BUF,2021,5on5,2
NJD,2021,5on5,11
NSH,2021,5on5,31
DET,2021,5on5,10
OTT,2021,5on5,20
DET,2021,5on5,7
BOS,2021,5on5,9
WPG,2021,5on5,14
VGK,2021,5on5,1
STL,2021,5on5,17
MTL,2021,5on5,16
VAN,2021,5on5,15
NYR,2021,5on5,10
VGK,2021,5on5,7
STL,2021,5on5,11
MIN,2021,5on5,50
SJS,2021,5on5,10
MIN,2021,5on5,3
NYI,2021,5on5,31
CAR,2021,5on5,2
DET,2021,5on5,5
STL,2021,5on5,2
BUF,2021,5on5,16
CAR,2021,5on5,17
TBL,2021,5on5,43
TBL,2021,5on5,15
MTL,2021,5on5,2
PIT,2021,5on5,11
TOR,2021,5on5,3
NJD,2021,5on5,9
ANA,2021,5on5,12
CBJ,2021,5on5,7
NYR,2021,5on5,4
LAK,2021,5on5,21
TOR,2021,5on5,7
FLA,2021,5on5,26
VGK,2021,5on5,6
VGK,2021,5on5,11
ARI,2021,5on5,11
SEA,2021,5on5,8
CGY,2021,5on5,15
MIN,2021,5on5,8
DET,2021,5on5,7
WSH,2021,5on5,7
SJS,2021,5on5,15
PHI,2021,5on5,28
WPG,2021,5on5,36
SEA,2021,5on5,9
STL,2021,5on5,65
CHI,2021,5on5,24
TOR,2021,5on5,31
SJS,2021,5on5,4
PIT,2021,5on5,14
CAR,2021,5on5,2
PIT,2021,5on5,12
BUF,2021,5on5,19
SEA,2021,5on5,3
NYR,2021,5on5,3
BUF,2021,5on5,48
CBJ,2021,5on5,7
MTL,2021,5on5,5
ARI,2021,5on5,17
COL,2021,5on5,8
CAR,2021,5on5,6
MTL,2021,5on5,5
FLA,2021,5on5,21
PHI,2021,5on5,3
OTT,2021,5on5,19
NYI,2021,5on5,23
BOS,2021,5on5,44
BUF,2021,5on5,3
MTL,2021,5on5,8
DAL,2021,5on5,6
NJD,2021,5on5,62
EDM,2021,5on5,14
BOS,2021,5on5,2
PHI,2021,5on5,9
VAN,2021,5on5,12
SJS,2021,5on5,47
CGY,2021,5on5,81
ANA,2021,5on5,1
WPG,2021,5on5,30
NJD,2021,5on5,5
MTL,2021,5on5,21
SEA,2021,5on5,30
ARI,2021,5on5,4
DAL,2021,5on5,70
BOS,2021,5on5,2
DAL,2021,5on5,6
NSH,2021,5on5,3
BOS,2021,5on5,31
EDM,2021,5on5,4
WPG,2021,5on5,47
CHI,2021,5on5,6
LAK,2021,5on5,17
WSH,2021,5on5,2
FLA,2021,5on5,6
TBL,2021,5on5,20
CHI,2021,5on5,5
OTT,2021,5on5,8
SEA,2021,5on5,11
OTT,2021,5on5,32
COL,2021,5on5,16
CBJ,2021,5on5,3
ARI,2021,5on5,10
VAN,2021,5on5,20
WPG,2021,5on5,4
DET,2021,5on5,6
NYI,2021,5on5,18
CHI,2021,5on5,8
DAL,2021,5on5,36
BUF,2021,5on5,2
DET,2021,5on5,17
ARI,2021,5on5,5
CGY,2021,5on5,57
PIT,2021,5on5,57
NYI,2021,5on5,11
ANA,2021,5on5,15
PHI,2021,5on5,1
NJD,2021,5on5,24
SEA,2021,5on5,22
CAR,2021,5on5,13
WPG,2021,5on5,67
WSH,2021,5on5,11
CHI,2021,5on5,25
CBJ,2021,5on5,3
STL,2021,5on5,16
PHI,2021,5on5,14
VGK,2021,5on5,8
LAK,2021,5on5,4
SEA,2021,5on5,18
CHI,2021,5on5,5
PIT,2021,5on5,36
CHI,2021,5on5,3
TOR,2021,5on5,11
DAL,2021,5on5,21
STL,2021,5on5,5
NYI,2021,5on5,30
COL,2021,5on5,27
OTT,2021,5on5,5
TBL,2021,5on5,5
ARI,2021,5on5,23
EDM,2021,5on5,18
PIT,2021,5on5,12
LAK,2021,5on5,4
VAN,2021,5on5,8
CGY,2021,5on5,4
CGY,2021,5on5,8
TOR,2021,5on5,21
NJD,2021,5on5,1
WPG,2021,5on5,5
EDM,2021,5on5,10
VAN,2021,5on5,3
SEA,2021,5on5,14
ARI,2021,5on5,6
SJS,2021,5on5,6
FLA,2021,5on5,5
SJS,2021,5on5,20
WSH,2021,5on5,6
BOS,2021,5on5,5
SJS,2021,5on5,2
TBL,2021,5on5,42
FLA,2021,5on5,9
CBJ,2021,5on5,18
NJD,2021,5on5,5
VAN,2021,5on5,9
FLA,2021,5on5,3
WSH,2021,5on5,7
WSH,2021,5on5,5
MTL,2021,5on5,22
BUF,2021,5on5,13
SJS,2021,5on5,14
NSH,2021,5on5,12
DAL,2021,5on5,21
BUF,2021,5on5,8
TBL,2021,5on5,21
CAR,2021,5on5,6
EDM,2021,5on5,3
PHI,2021,5on5,3
TBL,2021,5on5,4
EDM,2021,5on5,9
FLA,2021,5on5,9
TBL,2021,5on5,16
FLA,2021,5on5,13
CAR,2021,5on5,70
OTT,2021,5on5,15
CGY,2021,5on5,11
NJD,2021,5on5,4
MTL,2021,5on5,30
DAL,2021,5on5,19
ANA,2021,5on5,47
NYR,2021,5on5,7
CBJ,2021,5on5,2
EDM,2021,5on5,8
DET,2021,5on5,18
FLA,2021,5on5,17
WSH,2021,5on5,3
SEA,2021,5on5,13
NYI,2021,5on5,27
CAR,2021,5on5,25
DAL,2021,5on5,14
NJD,2021,5on5,1
CHI,2021,5on5,32
VGK,2021,5on5,29
NYI,2021,5on5,43
MTL,2021,5on5,6
VGK,2021,5on5,10
NYI,2021,5on5,33
OTT,2021,5on5,18
PIT,2021,5on5,3
BOS,2021,5on5,8
CHI,2021,5on5,13
BOS,2021,5on5,18
SJS,2021,5on5,7
MTL,2021,5on5,6
MIN,2021,5on5,9
MTL,2021,5on5,3
VAN,2021,5on5,8
LAK,2021,5on5,30
