playerId,name,team,season,situation,games_played,icetime
8480947,Kevin Lankinen,CHI,2020,all,37,2174:49
8479288,Kasimir Kaskisuo,NSH,2020,all,1,15:22
8480420,Collin Delia,CHI,2020,all,6,334:29
8474596,Jake Allen,MTL,2020,all,29,1682:36
8480313,Logan Thompson,VGK,2020,all,1,8:15
8474682,Dustin Tokarski,BUF,2020,all,13,729:26
8475839,Louis Domingue,CGY,2020,all,1,57:42
8479979,Jake Oettinger,DAL,2020,all,29,1603:55
8470860,Jaroslav Halak,BOS,2020,all,19,1090:01
8477234,Troy Grosenick,L.A,2020,all,2,120:00
8480051,Cayden Primeau,MTL,2020,all,4,201:54
8471695,Tuukka Rask,BOS,2020,all,24,1396:27
8478048,Igor Shesterkin,NYR,2020,all,35,1899:01
8477992,Jonas Johansson,COL,2020,all,15,816:50
8481519,Spencer Knight,FLA,2020,all,4,206:54
8480162,Matiss Kivlenieks,CBJ,2020,all,2,123:21
8475717,Calvin Pickard,DET,2020,all,6,303:23
