team,season,situation,games_played,goalsFor,goalsAgainst,xGoalsFor,xGoalsAgainst,xGoalsPercentage,shotsOnGoalFor,shotsOnGoalAgainst,highDangerShotsFor,highDangerShotsAgainst,penaltiesFor,penaltiesAgainst
UTA,2024,4on5,82,2.0,49.0,3.11,47.16,0.06,37.0,336.0,5.0,52.0,14.0,11.0
UTA,2024,5on4,82,49.0,8.0,46.01,4.41,0.91,278.0,61.0,54.0,4.0,20.0,10.0
NYR,2024,other,82,24.0,34.0,34.41,39.67,0.46,117.0,118.0,53.0,58.0,5.0,7.0
NYR,2024,all,82,255.0,255.0,258.68,276.97,0.48,2344.0,2451.0,292.0,328.0,278.0,257.0
NYR,2024,5on5,82,180.0,172.0,171.35,184.6,0.48,1831.0,1966.0,170.0,198.0,252.0,232.0
NYR,2024,4on5,82,16.0,42.0,7.83,47.49,0.14,94.0,317.0,9.0,67.0,10.0,13.0
NYR,2024,5on4,82,35.0,7.0,45.08,5.22,0.9,302.0,50.0,60.0,5.0,11.0,5.0
FLA,2024,other,82,32.0,37.0,43.75,37.34,0.54,180.0,150.0,74.0,51.0,9.0,6.0
FLA,2024,all,82,246.0,223.0,286.31,235.73,0.55,2589.0,2148.0,346.0,265.0,323.0,311.0
FLA,2024,5on5,82,153.0,139.0,180.27,149.12,0.55,1986.0,1653.0,190.0,148.0,296.0,277.0
FLA,2024,4on5,82,10.0,41.0,5.21,44.6,0.1,67.0,285.0,4.0,59.0,5.0,18.0
FLA,2024,5on4,82,51.0,6.0,57.08,4.67,0.92,356.0,60.0,78.0,7.0,13.0,10.0
TBL,2024,other,82,45.0,27.0,42.65,33.24,0.56,151.0,104.0,60.0,50.0,4.0,3.0
TBL,2024,all,82,292.0,216.0,271.73,242.89,0.53,2343.0,2312.0,298.0,268.0,259.0,280.0
TBL,2024,5on5,82,186.0,144.0,176.77,167.59,0.51,1826.0,1881.0,174.0,163.0,230.0,249.0
TBL,2024,4on5,82,9.0,35.0,6.08,38.08,0.14,70.0,267.0,6.0,54.0,11.0,21.0
TBL,2024,5on4,82,52.0,10.0,46.21,3.99,0.92,296.0,60.0,58.0,1.0,14.0,7.0
BOS,2024,other,82,35.0,42.0,34.7,38.97,0.47,135.0,146.0,53.0,64.0,4.0,3.0
BOS,2024,all,82,222.0,271.0,236.78,258.54,0.48,2174.0,2346.0,277.0,290.0,305.0,300.0
BOS,2024,5on5,82,153.0,165.0,154.43,164.82,0.48,1655.0,1815.0,165.0,152.0,274.0,275.0
BOS,2024,4on5,82,3.0,53.0,4.53,45.63,0.09,58.0,291.0,5.0,62.0,8.0,16.0
BOS,2024,5on4,82,31.0,11.0,43.11,9.13,0.83,326.0,94.0,54.0,12.0,19.0,6.0
PIT,2024,other,82,31.0,44.0,26.12,38.84,0.4,101.0,137.0,35.0,56.0,4.0,2.0
PIT,2024,all,82,242.0,287.0,259.56,274.8,0.49,2327.0,2472.0,306.0,315.0,243.0,252.0
PIT,2024,5on5,82,157.0,195.0,177.73,183.56,0.49,1852.0,1932.0,189.0,194.0,223.0,235.0
PIT,2024,4on5,82,2.0,44.0,3.42,46.26,0.07,41.0,324.0,3.0,60.0,8.0,13.0
PIT,2024,5on4,82,52.0,4.0,52.29,6.13,0.9,333.0,79.0,79.0,5.0,8.0,2.0
EDM,2024,other,82,40.0,18.0,40.2,28.62,0.58,151.0,136.0,64.0,39.0,4.0,3.0
EDM,2024,all,82,259.0,235.0,276.87,228.8,0.55,2623.0,2211.0,299.0,256.0,248.0,253.0
EDM,2024,5on5,82,168.0,171.0,189.29,157.89,0.55,2113.0,1768.0,176.0,162.0,221.0,235.0
EDM,2024,4on5,82,4.0,42.0,4.46,37.4,0.11,54.0,253.0,4.0,50.0,9.0,7.0
EDM,2024,5on4,82,47.0,4.0,42.93,4.9,0.9,305.0,54.0,55.0,5.0,14.0,8.0
COL,2024,other,82,51.0,30.0,44.1,42.11,0.51,189.0,135.0,63.0,66.0,7.0,8.0
COL,2024,all,82,273.0,231.0,259.53,231.75,0.53,2451.0,2126.0,275.0,260.0,234.0,264.0
COL,2024,5on5,82,165.0,155.0,170.91,151.44,0.53,1926.0,1668.0,156.0,144.0,208.0,236.0
COL,2024,4on5,82,5.0,39.0,3.71,33.44,0.1,60.0,270.0,3.0,45.0,8.0,12.0
COL,2024,5on4,82,52.0,7.0,40.81,4.76,0.9,276.0,53.0,53.0,5.0,11.0,8.0
WSH,2024,other,82,42.0,25.0,41.98,32.32,0.56,133.0,140.0,60.0,40.0,6.0,4.0
WSH,2024,all,82,286.0,229.0,274.21,250.38,0.52,2268.0,2231.0,322.0,285.0,296.0,281.0
WSH,2024,5on5,82,190.0,160.0,184.2,170.84,0.52,1786.0,1720.0,194.0,186.0,261.0,246.0
WSH,2024,4on5,82,8.0,38.0,6.09,41.19,0.13,65.0,302.0,5.0,53.0,6.0,17.0
WSH,2024,5on4,82,46.0,6.0,41.93,6.02,0.87,284.0,69.0,63.0,6.0,23.0,14.0
VAN,2024,other,82,30.0,48.0,36.61,34.39,0.52,138.0,140.0,60.0,53.0,3.0,9.0
VAN,2024,all,82,233.0,251.0,230.65,237.81,0.49,2096.0,2196.0,285.0,270.0,293.0,291.0
VAN,2024,5on5,82,152.0,162.0,147.88,154.34,0.49,1622.0,1693.0,167.0,152.0,273.0,266.0
VAN,2024,4on5,82,4.0,35.0,4.19,44.03,0.09,62.0,301.0,2.0,58.0,7.0,10.0
VAN,2024,5on4,82,47.0,6.0,41.98,5.06,0.89,274.0,62.0,56.0,7.0,10.0,6.0
CAR,2024,other,82,35.0,26.0,37.56,33.05,0.53,140.0,115.0,55.0,54.0,6.0,7.0
CAR,2024,all,82,266.0,230.0,293.06,236.84,0.55,2599.0,2045.0,314.0,292.0,273.0,270.0
CAR,2024,5on5,82,176.0,167.0,201.45,161.18,0.56,2019.0,1604.0,194.0,184.0,234.0,243.0
CAR,2024,4on5,82,10.0,32.0,7.49,36.23,0.17,75.0,263.0,9.0,45.0,12.0,9.0
CAR,2024,5on4,82,45.0,5.0,46.57,6.4,0.88,365.0,63.0,56.0,9.0,21.0,11.0
WPG,2024,other,82,46.0,29.0,29.83,31.94,0.48,128.0,116.0,40.0,50.0,2.0,3.0
WPG,2024,all,82,275.0,190.0,257.74,230.89,0.53,2316.0,2229.0,301.0,250.0,227.0,249.0
WPG,2024,5on5,82,170.0,119.0,176.84,157.44,0.53,1860.0,1794.0,189.0,143.0,211.0,221.0
WPG,2024,4on5,82,1.0,38.0,3.95,37.13,0.1,41.0,259.0,5.0,52.0,6.0,15.0
WPG,2024,5on4,82,58.0,4.0,47.11,4.39,0.91,287.0,60.0,67.0,5.0,8.0,10.0
NSH,2024,other,82,32.0,43.0,52.29,37.39,0.58,174.0,125.0,81.0,57.0,10.0,9.0
NSH,2024,all,82,212.0,274.0,264.11,256.3,0.51,2403.0,2344.0,293.0,281.0,302.0,290.0
NSH,2024,5on5,82,130.0,190.0,166.91,169.15,0.5,1833.0,1876.0,155.0,159.0,257.0,256.0
NSH,2024,4on5,82,1.0,37.0,4.84,45.46,0.1,60.0,284.0,7.0,63.0,13.0,17.0
NSH,2024,5on4,82,49.0,4.0,40.06,4.29,0.9,336.0,59.0,50.0,2.0,22.0,8.0
STL,2024,other,82,33.0,32.0,28.68,28.27,0.5,122.0,119.0,43.0,40.0,2.0,4.0
STL,2024,all,82,250.0,231.0,222.26,231.25,0.49,2186.0,2236.0,248.0,262.0,248.0,250.0
STL,2024,5on5,82,175.0,147.0,156.09,158.88,0.5,1775.0,1790.0,160.0,166.0,235.0,232.0
STL,2024,4on5,82,3.0,47.0,2.87,40.67,0.07,48.0,274.0,1.0,52.0,2.0,9.0
STL,2024,5on4,82,39.0,5.0,34.63,3.43,0.91,241.0,53.0,44.0,4.0,9.0,5.0
ANA,2024,other,82,34.0,38.0,35.85,46.74,0.43,147.0,194.0,54.0,72.0,7.0,7.0
ANA,2024,all,82,217.0,261.0,241.34,296.71,0.45,2270.0,2649.0,270.0,335.0,310.0,284.0
ANA,2024,5on5,82,157.0,164.0,160.38,195.44,0.45,1774.0,2065.0,163.0,191.0,278.0,257.0
ANA,2024,4on5,82,3.0,54.0,6.6,48.8,0.12,59.0,335.0,10.0,65.0,10.0,6.0
ANA,2024,5on4,82,23.0,5.0,38.52,5.73,0.87,290.0,55.0,43.0,7.0,15.0,14.0
NJD,2024,other,82,32.0,29.0,40.75,29.53,0.58,153.0,121.0,61.0,43.0,6.0,4.0
NJD,2024,all,82,240.0,220.0,276.25,243.35,0.53,2304.0,2164.0,339.0,275.0,271.0,258.0
NJD,2024,5on5,82,149.0,152.0,172.34,161.44,0.52,1755.0,1717.0,188.0,152.0,251.0,240.0
NJD,2024,4on5,82,6.0,36.0,7.08,46.95,0.13,63.0,268.0,8.0,75.0,5.0,10.0
NJD,2024,5on4,82,53.0,3.0,56.1,5.41,0.91,333.0,58.0,82.0,5.0,9.0,4.0
DET,2024,other,82,33.0,36.0,38.98,39.83,0.49,131.0,133.0,56.0,60.0,1.0,8.0
DET,2024,all,82,235.0,259.0,257.26,267.17,0.49,2250.0,2337.0,293.0,311.0,218.0,267.0
DET,2024,5on5,82,143.0,162.0,163.88,179.02,0.48,1746.0,1881.0,163.0,188.0,202.0,242.0
DET,2024,4on5,82,2.0,54.0,3.28,44.24,0.07,41.0,273.0,5.0,59.0,3.0,10.0
DET,2024,5on4,82,57.0,7.0,51.13,4.07,0.93,332.0,50.0,69.0,4.0,12.0,7.0
NYI,2024,other,82,26.0,44.0,31.19,41.95,0.43,158.0,174.0,42.0,64.0,6.0,3.0
NYI,2024,all,82,222.0,257.0,243.07,259.32,0.48,2420.0,2357.0,256.0,289.0,201.0,221.0
NYI,2024,5on5,82,162.0,161.0,175.52,175.45,0.5,1903.0,1852.0,174.0,171.0,182.0,209.0
NYI,2024,4on5,82,9.0,46.0,5.82,37.79,0.13,70.0,273.0,5.0,50.0,3.0,5.0
NYI,2024,5on4,82,25.0,6.0,30.53,4.13,0.88,289.0,58.0,35.0,4.0,10.0,4.0
SEA,2024,other,82,40.0,35.0,38.24,43.4,0.47,155.0,123.0,54.0,77.0,9.0,6.0
SEA,2024,all,82,245.0,262.0,238.29,267.41,0.47,2243.0,2343.0,237.0,322.0,234.0,273.0
SEA,2024,5on5,82,168.0,184.0,154.01,179.75,0.46,1766.0,1873.0,125.0,182.0,213.0,245.0
SEA,2024,4on5,82,3.0,40.0,5.11,39.02,0.12,58.0,291.0,8.0,56.0,3.0,13.0
SEA,2024,5on4,82,34.0,3.0,40.93,5.24,0.89,264.0,56.0,50.0,7.0,9.0,9.0
OTT,2024,other,82,41.0,31.0,42.04,40.53,0.51,157.0,157.0,61.0,64.0,3.0,5.0
OTT,2024,all,82,242.0,232.0,252.01,255.69,0.5,2403.0,2347.0,288.0,315.0,294.0,332.0
OTT,2024,5on5,82,140.0,157.0,158.46,159.51,0.5,1827.0,1810.0,170.0,174.0,268.0,291.0
OTT,2024,4on5,82,8.0,43.0,5.83,52.28,0.1,62.0,337.0,3.0,75.0,11.0,23.0
OTT,2024,5on4,82,53.0,1.0,45.67,3.37,0.93,357.0,43.0,54.0,2.0,12.0,13.0
LAK,2024,other,82,34.0,37.0,33.38,28.99,0.54,116.0,136.0,48.0,41.0,6.0,3.0
LAK,2024,all,82,249.0,203.0,250.96,213.91,0.54,2304.0,2093.0,282.0,211.0,279.0,249.0
LAK,2024,5on5,82,178.0,125.0,177.9,144.25,0.55,1867.0,1636.0,179.0,121.0,251.0,223.0
LAK,2024,4on5,82,2.0,36.0,5.78,36.68,0.14,56.0,272.0,9.0,47.0,10.0,15.0
LAK,2024,5on4,82,35.0,5.0,33.89,3.98,0.89,265.0,49.0,46.0,2.0,12.0,8.0
DAL,2024,other,82,36.0,26.0,35.42,34.48,0.51,109.0,113.0,56.0,48.0,7.0,2.0
DAL,2024,all,82,275.0,222.0,269.84,253.45,0.52,2325.0,2382.0,293.0,285.0,246.0,260.0
DAL,2024,5on5,82,182.0,156.0,177.45,177.15,0.5,1799.0,1899.0,166.0,184.0,213.0,239.0
DAL,2024,4on5,82,6.0,36.0,5.43,36.62,0.13,71.0,295.0,7.0,48.0,9.0,15.0
DAL,2024,5on4,82,51.0,4.0,51.55,5.19,0.91,346.0,75.0,64.0,5.0,17.0,4.0
CHI,2024,other,82,28.0,38.0,26.09,40.06,0.39,103.0,137.0,40.0,62.0,8.0,6.0
CHI,2024,all,82,224.0,292.0,206.05,278.64,0.43,2005.0,2552.0,238.0,322.0,261.0,231.0
CHI,2024,5on5,82,151.0,207.0,145.03,191.53,0.43,1635.0,2057.0,148.0,202.0,244.0,207.0
CHI,2024,4on5,82,5.0,40.0,5.29,42.94,0.11,64.0,314.0,6.0,54.0,2.0,8.0
CHI,2024,5on4,82,40.0,7.0,29.64,4.09,0.88,203.0,44.0,44.0,4.0,7.0,10.0
