playerId,name,team,season,situation,games_played,icetime
8476341,Anton Forsberg,OTT,2024,all,30,1676:32
8473575,Semyon Varlamov,NYI,2024,all,10,602:24
8482487,Jakub Dobes,MTL,2024,all,16,874:47
8483532,Clay Stevenson,WSH,2024,all,1,60:00
8482446,Joel Blomqvist,PIT,2024,all,15,772:27
8480382,Alexandar Georgiev,SJS,2024,all,49,2671:48
8471734,Jonathan Quick,NYR,2024,all,24,1325:41
8480819,Jakub Skarek,NYI,2024,all,2,76:09
8484312,Georgi Romanov,SJS,2024,all,8,416:56
8482661,Jesper Wallstedt,MIN,2024,all,2,117:26
8484268,Nikita Tolopilo,VAN,2024,all,2,83:39
8477465,Tristan Jarry,PIT,2024,all,36,2019:54
8481033,Akira Schmid,VGK,2024,all,5,238:06
8477970,Vitek Vanecek,FLA,2024,all,25,1393:38
8479312,Alex Lyon,DET,2024,all,30,1559:38
8482982,Jet Greaves,CBJ,2024,all,11,660:06
8475809,Scott Wedgewood,COL,2024,all,24,1373:05
8479193,Casey DeSmith,DAL,2024,all,27,1504:30
8480191,Matt Villalta,UTA,2024,all,1,60:00
8474682,Dustin Tokarski,CAR,2024,all,6,358:19
8478916,Joey Daccord,SEA,2024,all,57,3295:15
8475311,Darcy Kuemper,LAK,2024,all,50,2973:39
8481692,Dustin Wolf,CGY,2024,all,53,3182:22
8481668,Arturs Silovs,VAN,2024,all,10,542:31
8483668,Nikke Kokko,SEA,2024,all,1,29:57
8473503,James Reimer,BUF,2024,all,24,1362:50
8478499,Adin Hill,VGK,2024,all,50,2940:13
8480843,Lukas Dostal,ANA,2024,all,54,3057:39
8481519,Spencer Knight,CHI,2024,all,38,2202:51
8480981,Joel Hofer,STL,2024,all,31,1678:49
8478848,Ales Stezka,SEA,2024,all,1,58:20
8482221,Devon Levi,BUF,2024,all,9,480:38
8478492,Ilya Samsonov,VGK,2024,all,29,1745:22
8475683,Sergei Bobrovsky,FLA,2024,all,54,3199:59
8478905,Ivan Fedotov,PHI,2024,all,26,1429:01
8478470,Sam Montembeault,MTL,2024,all,62,3533:59
8475839,Louis Domingue,NYR,2024,all,1,60:00
8480885,Olivier Rodrigue,EDM,2024,all,2,77:25
8475852,Petr Mrazek,DET,2024,all,38,2080:07
8482447,Leevi Merilinen,OTT,2024,all,12,662:59
8482076,Nico Daws,NJD,2024,all,6,262:51
8481707,Erik Portillo,LAK,2024,all,1,58:37
8480045,Ukko-Pekka Luukkonen,BUF,2024,all,55,3172:13
