team,season,situation,games_played
FLA,2024,5on5,5
TBL,2024,5on5,26
FLA,2024,5on5,56
BUF,2024,5on5,20
TBL,2024,5on5,11
CGY,2024,5on5,41
EDM,2024,5on5,13
COL,2024,5on5,7
NSH,2024,5on5,12
NYR,2024,5on5,2
NYR,2024,5on5,6
UTA,2024,5on5,14
OTT,2024,5on5,14
VAN,2024,5on5,21
NSH,2024,5on5,14
PHI,2024,5on5,20
CAR,2024,5on5,2
PIT,2024,5on5,1
STL,2024,5on5,9
OTT,2024,5on5,37
MIN,2024,5on5,9
STL,2024,5on5,56
OTT,2024,5on5,12
STL,2024,5on5,3
TBL,2024,5on5,69
OTT,2024,5on5,32
CHI,2024,5on5,6
ANA,2024,5on5,5
PIT,2024,5on5,3
LAK,2024,5on5,75
COL,2024,5on5,4
STL,2024,5on5,14
NYI,2024,5on5,13
UTA,2024,5on5,19
BUF,2024,5on5,18
NYR,2024,5on5,6
NYR,2024,5on5,11
WSH,2024,5on5,15
ANA,2024,5on5,10
SEA,2024,5on5,23
CAR,2024,5on5,9
CHI,2024,5on5,1
SEA,2024,5on5,5
COL,2024,5on5,5
ANA,2024,5on5,10
WPG,2024,5on5,9
STL,2024,5on5,7
CBJ,2024,5on5,5
EDM,2024,5on5,12
MIN,2024,5on5,21
SJS,2024,5on5,6
DET,2024,5on5,8
MTL,2024,5on5,16
NYR,2024,5on5,9
CBJ,2024,5on5,23
MIN,2024,5on5,6
VAN,2024,5on5,4
EDM,2024,5on5,10
CBJ,2024,5on5,5
MIN,2024,5on5,2
SEA,2024,5on5,31
TOR,2024,5on5,46
NYR,2024,5on5,20
BOS,2024,5on5,7
NYR,2024,5on5,15
LAK,2024,5on5,18
MTL,2024,5on5,10
MTL,2024,5on5,39
WPG,2024,5on5,4
PHI,2024,5on5,66
PIT,2024,5on5,19
MTL,2024,5on5,12
STL,2024,5on5,33
UTA,2024,5on5,8
BUF,2024,5on5,13
CHI,2024,5on5,15
NYR,2024,5on5,6
NJD,2024,5on5,8
NYR,2024,5on5,48
NSH,2024,5on5,15
DET,2024,5on5,19
OTT,2024,5on5,47
MTL,2024,5on5,44
PIT,2024,5on5,6
BUF,2024,5on5,31
STL,2024,5on5,6
VGK,2024,5on5,2
WSH,2024,5on5,15
UTA,2024,5on5,10
BUF,2024,5on5,3
CGY,2024,5on5,17
CBJ,2024,5on5,31
FLA,2024,5on5,52
VGK,2024,5on5,26
PIT,2024,5on5,15
PIT,2024,5on5,5
WPG,2024,5on5,20
ANA,2024,5on5,6
VGK,2024,5on5,66
PIT,2024,5on5,12
LAK,2024,5on5,47
CHI,2024,5on5,17
WSH,2024,5on5,8
DAL,2024,5on5,26
CAR,2024,5on5,32
TOR,2024,5on5,42
CBJ,2024,5on5,23
NJD,2024,5on5,5
PIT,2024,5on5,7
VGK,2024,5on5,2
UTA,2024,5on5,9
BUF,2024,5on5,25
BUF,2024,5on5,6
NJD,2024,5on5,11
VAN,2024,5on5,30
MIN,2024,5on5,15
OTT,2024,5on5,23
ANA,2024,5on5,4
SJS,2024,5on5,5
NSH,2024,5on5,27
MIN,2024,5on5,4
COL,2024,5on5,8
PIT,2024,5on5,2
MTL,2024,5on5,66
PHI,2024,5on5,22
STL,2024,5on5,43
CGY,2024,5on5,17
UTA,2024,5on5,26
CHI,2024,5on5,21
PHI,2024,5on5,55
WSH,2024,5on5,6
ANA,2024,5on5,15
VAN,2024,5on5,6
NYR,2024,5on5,28
UTA,2024,5on5,32
LAK,2024,5on5,45
PHI,2024,5on5,11
SJS,2024,5on5,6
EDM,2024,5on5,15
ANA,2024,5on5,11
COL,2024,5on5,16
DAL,2024,5on5,22
VAN,2024,5on5,23
LAK,2024,5on5,32
LAK,2024,5on5,14
VGK,2024,5on5,14
ANA,2024,5on5,70
NJD,2024,5on5,70
CGY,2024,5on5,6
PIT,2024,5on5,5
PIT,2024,5on5,9
NJD,2024,5on5,27
EDM,2024,5on5,7
NSH,2024,5on5,11
WSH,2024,5on5,6
FLA,2024,5on5,5
SJS,2024,5on5,18
BUF,2024,5on5,8
BOS,2024,5on5,3
PHI,2024,5on5,15
NSH,2024,5on5,12
TBL,2024,5on5,9
UTA,2024,5on5,25
CBJ,2024,5on5,44
NSH,2024,5on5,4
MIN,2024,5on5,6
MTL,2024,5on5,24
TOR,2024,5on5,10
NYR,2024,5on5,2
OTT,2024,5on5,6
NSH,2024,5on5,25
NJD,2024,5on5,12
OTT,2024,5on5,20
BUF,2024,5on5,9
DAL,2024,5on5,8
CGY,2024,5on5,7
ANA,2024,5on5,31
SJS,2024,5on5,9
CHI,2024,5on5,17
VGK,2024,5on5,7
NYR,2024,5on5,14
WSH,2024,5on5,16
BOS,2024,5on5,4
VAN,2024,5on5,21
MTL,2024,5on5,34
ANA,2024,5on5,7
BOS,2024,5on5,15
COL,2024,5on5,16
CBJ,2024,5on5,10
COL,2024,5on5,3
SJS,2024,5on5,18
LAK,2024,5on5,48
ANA,2024,5on5,15
WSH,2024,5on5,14
FLA,2024,5on5,55
NYR,2024,5on5,7
PHI,2024,5on5,6
DAL,2024,5on5,24
EDM,2024,5on5,8
STL,2024,5on5,16
SEA,2024,5on5,3
CGY,2024,5on5,46
EDM,2024,5on5,4
MTL,2024,5on5,40
CAR,2024,5on5,36
VAN,2024,5on5,7
ANA,2024,5on5,10
WPG,2024,5on5,9
ANA,2024,5on5,5
WSH,2024,5on5,74
VAN,2024,5on5,41
TOR,2024,5on5,5
OTT,2024,5on5,18
NYI,2024,5on5,14
FLA,2024,5on5,6
PIT,2024,5on5,13
CHI,2024,5on5,9
VGK,2024,5on5,4
VGK,2024,5on5,54
PIT,2024,5on5,11
PIT,2024,5on5,7
PIT,2024,5on5,4
WPG,2024,5on5,8
PHI,2024,5on5,20
MIN,2024,5on5,35
WSH,2024,5on5,33
WSH,2024,5on5,77
TOR,2024,5on5,11
CGY,2024,5on5,48
OTT,2024,5on5,20
STL,2024,5on5,9
NJD,2024,5on5,40
COL,2024,5on5,28
UTA,2024,5on5,5
NYI,2024,5on5,11
BOS,2024,5on5,4
WPG,2024,5on5,31
MIN,2024,5on5,11
CHI,2024,5on5,3
MTL,2024,5on5,6
VGK,2024,5on5,12
BOS,2024,5on5,44
WPG,2024,5on5,35
CGY,2024,5on5,16
VAN,2024,5on5,5
COL,2024,5on5,3
BOS,2024,5on5,7
VAN,2024,5on5,11
EDM,2024,5on5,5
CGY,2024,5on5,38
NYR,2024,5on5,12
MTL,2024,5on5,61
MIN,2024,5on5,16
BUF,2024,5on5,2
LAK,2024,5on5,27
OTT,2024,5on5,23
NSH,2024,5on5,8
CBJ,2024,5on5,8
WPG,2024,5on5,16
MIN,2024,5on5,31
FLA,2024,5on5,26
CBJ,2024,5on5,26
DET,2024,5on5,7
NSH,2024,5on5,15
VGK,2024,5on5,8
VAN,2024,5on5,3
NJD,2024,5on5,16
TBL,2024,5on5,11
EDM,2024,5on5,6
TBL,2024,5on5,40
PIT,2024,5on5,11
NYR,2024,5on5,14
COL,2024,5on5,44
BOS,2024,5on5,9
OTT,2024,5on5,8
FLA,2024,5on5,8
CHI,2024,5on5,3
NSH,2024,5on5,8
BOS,2024,5on5,17
DAL,2024,5on5,5
CBJ,2024,5on5,41
SEA,2024,5on5,6
PIT,2024,5on5,5
SJS,2024,5on5,15
SJS,2024,5on5,12
NYR,2024,5on5,4
UTA,2024,5on5,28
NSH,2024,5on5,6
STL,2024,5on5,8
CHI,2024,5on5,4
EDM,2024,5on5,13
VAN,2024,5on5,2
CBJ,2024,5on5,25
NYR,2024,5on5,4
CGY,2024,5on5,16
TOR,2024,5on5,4
LAK,2024,5on5,25
CHI,2024,5on5,7
NJD,2024,5on5,13
BOS,2024,5on5,37
CGY,2024,5on5,17
PHI,2024,5on5,3
TOR,2024,5on5,9
EDM,2024,5on5,43
CHI,2024,5on5,5
PHI,2024,5on5,16
NJD,2024,5on5,44
DET,2024,5on5,5
VAN,2024,5on5,17
CBJ,2024,5on5,19
UTA,2024,5on5,7
CHI,2024,5on5,16
FLA,2024,5on5,13
STL,2024,5on5,21
SEA,2024,5on5,10
CGY,2024,5on5,26
SEA,2024,5on5,29
SJS,2024,5on5,6
DAL,2024,5on5,21
TOR,2024,5on5,54
CBJ,2024,5on5,20
COL,2024,5on5,14
OTT,2024,5on5,9
BOS,2024,5on5,9
BUF,2024,5on5,19
NSH,2024,5on5,20
PHI,2024,5on5,6
EDM,2024,5on5,7
TOR,2024,5on5,43
MTL,2024,5on5,56
SEA,2024,5on5,7
CAR,2024,5on5,11
MIN,2024,5on5,16
SJS,2024,5on5,16
SEA,2024,5on5,24
COL,2024,5on5,59
TBL,2024,5on5,66
SJS,2024,5on5,17
PHI,2024,5on5,1
VGK,2024,5on5,12
COL,2024,5on5,24
TBL,2024,5on5,7
OTT,2024,5on5,24
VAN,2024,5on5,2
TBL,2024,5on5,15
WPG,2024,5on5,6
TOR,2024,5on5,12
ANA,2024,5on5,6
OTT,2024,5on5,19
DET,2024,5on5,40
TOR,2024,5on5,7
BOS,2024,5on5,17
STL,2024,5on5,7
WSH,2024,5on5,3
NYI,2024,5on5,11
DAL,2024,5on5,11
CGY,2024,5on5,4
TOR,2024,5on5,21
WPG,2024,5on5,37
MTL,2024,5on5,24
DAL,2024,5on5,10
WPG,2024,5on5,21
CHI,2024,5on5,28
TBL,2024,5on5,31
COL,2024,5on5,21
LAK,2024,5on5,16
MIN,2024,5on5,15
NYI,2024,5on5,9
EDM,2024,5on5,34
COL,2024,5on5,2
CAR,2024,5on5,14
EDM,2024,5on5,50
PIT,2024,5on5,2
STL,2024,5on5,7
PIT,2024,5on5,44
BUF,2024,5on5,7
PHI,2024,5on5,62
WPG,2024,5on5,23
NYR,2024,5on5,5
COL,2024,5on5,5
CBJ,2024,5on5,17
LAK,2024,5on5,23
DET,2024,5on5,35
ANA,2024,5on5,36
SJS,2024,5on5,2
COL,2024,5on5,3
CHI,2024,5on5,19
SEA,2024,5on5,38
VGK,2024,5on5,5
PHI,2024,5on5,15
SEA,2024,5on5,11
CHI,2024,5on5,7
OTT,2024,5on5,6
LAK,2024,5on5,14
VGK,2024,5on5,15
SJS,2024,5on5,12
NYR,2024,5on5,15
MIN,2024,5on5,5
UTA,2024,5on5,54
UTA,2024,5on5,12
TOR,2024,5on5,10
NYI,2024,5on5,9
STL,2024,5on5,12
FLA,2024,5on5,14
SEA,2024,5on5,18
DET,2024,5on5,50
OTT,2024,5on5,2
VAN,2024,5on5,4
PHI,2024,5on5,8
LAK,2024,5on5,4
LAK,2024,5on5,34
VAN,2024,5on5,23
SJS,2024,5on5,12
PIT,2024,5on5,40
WSH,2024,5on5,3
TOR,2024,5on5,33
MTL,2024,5on5,17
PHI,2024,5on5,44
UTA,2024,5on5,30
NSH,2024,5on5,12
TOR,2024,5on5,77
CHI,2024,5on5,10
PIT,2024,5on5,14
TOR,2024,5on5,14
PHI,2024,5on5,19
CGY,2024,5on5,5
BUF,2024,5on5,12
EDM,2024,5on5,19
DAL,2024,5on5,70
DET,2024,5on5,37
CAR,2024,5on5,25
WPG,2024,5on5,5
UTA,2024,5on5,9
CAR,2024,5on5,5
BUF,2024,5on5,58
NYI,2024,5on5,53
BUF,2024,5on5,50
NSH,2024,5on5,14
SEA,2024,5on5,14
STL,2024,5on5,5
PHI,2024,5on5,1
BOS,2024,5on5,9
TOR,2024,5on5,13
NSH,2024,5on5,12
STL,2024,5on5,62
COL,2024,5on5,15
DET,2024,5on5,5
CGY,2024,5on5,4
PHI,2024,5on5,37
BOS,2024,5on5,9
VGK,2024,5on5,43
SEA,2024,5on5,8
COL,2024,5on5,17
DET,2024,5on5,2
CBJ,2024,5on5,13
BOS,2024,5on5,9
SJS,2024,5on5,19
NYR,2024,5on5,3
CHI,2024,5on5,4
MTL,2024,5on5,27
CAR,2024,5on5,15
VAN,2024,5on5,14
CHI,2024,5on5,2
BOS,2024,5on5,16
DET,2024,5on5,5
CBJ,2024,5on5,10
CBJ,2024,5on5,53
VAN,2024,5on5,10
WSH,2024,5on5,11
FLA,2024,5on5,11
SJS,2024,5on5,5
CGY,2024,5on5,4
MTL,2024,5on5,5
NYR,2024,5on5,17
VGK,2024,5on5,7
ANA,2024,5on5,17
DAL,2024,5on5,19
BOS,2024,5on5,9
PIT,2024,5on5,12
DAL,2024,5on5,28
TBL,2024,5on5,12
DAL,2024,5on5,38
BOS,2024,5on5,5
NSH,2024,5on5,10
TOR,2024,5on5,59
VAN,2024,5on5,35
UTA,2024,5on5,57
WPG,2024,5on5,48
CHI,2024,5on5,17
CGY,2024,5on5,2
NYI,2024,5on5,9
WSH,2024,5on5,72
LAK,2024,5on5,18
UTA,2024,5on5,10
STL,2024,5on5,20
PHI,2024,5on5,20
VGK,2024,5on5,3
WSH,2024,5on5,25
STL,2024,5on5,14
WSH,2024,5on5,24
WSH,2024,5on5,3
WPG,2024,5on5,3
NSH,2024,5on5,14
CBJ,2024,5on5,10
PIT,2024,5on5,52
NSH,2024,5on5,8
DAL,2024,5on5,21
SEA,2024,5on5,33
NYR,2024,5on5,5
MTL,2024,5on5,3
VAN,2024,5on5,34
COL,2024,5on5,8
BUF,2024,5on5,20
CBJ,2024,5on5,18
NYR,2024,5on5,46
SEA,2024,5on5,19
DET,2024,5on5,28
CAR,2024,5on5,12
TBL,2024,5on5,23
COL,2024,5on5,8
STL,2024,5on5,4
CBJ,2024,5on5,8
NJD,2024,5on5,12
SEA,2024,5on5,62
NSH,2024,5on5,12
ANA,2024,5on5,33
NSH,2024,5on5,28
UTA,2024,5on5,28
CBJ,2024,5on5,43
STL,2024,5on5,16
CBJ,2024,5on5,8
SJS,2024,5on5,4
EDM,2024,5on5,12
DET,2024,5on5,22
BOS,2024,5on5,1
BOS,2024,5on5,3
PIT,2024,5on5,11
MTL,2024,5on5,29
NYR,2024,5on5,55
VAN,2024,5on5,31
CHI,2024,5on5,6
SJS,2024,5on5,25
NYI,2024,5on5,9
NYI,2024,5on5,50
VAN,2024,5on5,39
VGK,2024,5on5,47
CBJ,2024,5on5,10
MIN,2024,5on5,26
PIT,2024,5on5,9
DAL,2024,5on5,17
NSH,2024,5on5,19
NSH,2024,5on5,6
BUF,2024,5on5,74
VAN,2024,5on5,7
NSH,2024,5on5,27
VAN,2024,5on5,8
NJD,2024,5on5,9
PIT,2024,5on5,6
TOR,2024,5on5,16
ANA,2024,5on5,8
OTT,2024,5on5,5
NJD,2024,5on5,36
EDM,2024,5on5,11
DET,2024,5on5,8
EDM,2024,5on5,13
DET,2024,5on5,8
STL,2024,5on5,15
BOS,2024,5on5,56
TOR,2024,5on5,4
SEA,2024,5on5,5
VAN,2024,5on5,10
EDM,2024,5on5,6
CGY,2024,5on5,1
LAK,2024,5on5,65
WSH,2024,5on5,16
MIN,2024,5on5,62
VGK,2024,5on5,10
BUF,2024,5on5,10
CBJ,2024,5on5,24
CGY,2024,5on5,6
WPG,2024,5on5,47
PIT,2024,5on5,11
SJS,2024,5on5,3
PIT,2024,5on5,41
MIN,2024,5on5,9
FLA,2024,5on5,8
MTL,2024,5on5,34
BOS,2024,5on5,5
OTT,2024,5on5,19
MIN,2024,5on5,47
BOS,2024,5on5,13
DAL,2024,5on5,16
BOS,2024,5on5,9
MTL,2024,5on5,8
PIT,2024,5on5,15
VAN,2024,5on5,5
VAN,2024,5on5,12
PIT,2024,5on5,1
DET,2024,5on5,8
DET,2024,5on5,9
VAN,2024,5on5,9
SJS,2024,5on5,4
TBL,2024,5on5,52
VGK,2024,5on5,50
NYR,2024,5on5,7
CAR,2024,5on5,4
EDM,2024,5on5,15
FLA,2024,5on5,54
TBL,2024,5on5,15
CAR,2024,5on5,22
VAN,2024,5on5,17
LAK,2024,5on5,13
PHI,2024,5on5,61
NYR,2024,5on5,34
DET,2024,5on5,30
CGY,2024,5on5,3
ANA,2024,5on5,6
MTL,2024,5on5,5
FLA,2024,5on5,2
TOR,2024,5on5,7
SEA,2024,5on5,13
MIN,2024,5on5,11
WPG,2024,5on5,57
ANA,2024,5on5,5
DET,2024,5on5,4
BUF,2024,5on5,33
OTT,2024,5on5,5
CBJ,2024,5on5,11
NJD,2024,5on5,36
MTL,2024,5on5,5
UTA,2024,5on5,7
CGY,2024,5on5,19
MTL,2024,5on5,12
LAK,2024,5on5,69
NJD,2024,5on5,4
VGK,2024,5on5,24
TOR,2024,5on5,14
NYR,2024,5on5,22
OTT,2024,5on5,7
NSH,2024,5on5,10
VGK,2024,5on5,15
BUF,2024,5on5,52
TBL,2024,5on5,7
FLA,2024,5on5,6
NJD,2024,5on5,19
STL,2024,5on5,25
SJS,2024,5on5,41
BOS,2024,5on5,7
CAR,2024,5on5,8
UTA,2024,5on5,12
NYR,2024,5on5,12
UTA,2024,5on5,15
TBL,2024,5on5,9
TBL,2024,5on5,16
TOR,2024,5on5,3
PHI,2024,5on5,29
DAL,2024,5on5,11
DET,2024,5on5,7
EDM,2024,5on5,14
NJD,2024,5on5,16
PHI,2024,5on5,2
NYI,2024,5on5,3
FLA,2024,5on5,54
WPG,2024,5on5,19
SEA,2024,5on5,9
NYI,2024,5on5,10
CGY,2024,5on5,11
MTL,2024,5on5,43
MIN,2024,5on5,3
PHI,2024,5on5,62
EDM,2024,5on5,46
VGK,2024,5on5,3
WPG,2024,5on5,15
TBL,2024,5on5,40
LAK,2024,5on5,10
MTL,2024,5on5,38
UTA,2024,5on5,30
CAR,2024,5on5,4
PHI,2024,5on5,6
NYR,2024,5on5,73
NYI,2024,5on5,6
SEA,2024,5on5,59
OTT,2024,5on5,59
STL,2024,5on5,9
EDM,2024,5on5,8
SJS,2024,5on5,16
WSH,2024,5on5,2
NSH,2024,5on5,17
SJS,2024,5on5,1
BOS,2024,5on5,4
DAL,2024,5on5,9
NSH,2024,5on5,17
SEA,2024,5on5,18
TBL,2024,5on5,12
BUF,2024,5on5,9
CBJ,2024,5on5,10
CBJ,2024,5on5,50
VGK,2024,5on5,3
VGK,2024,5on5,2
ANA,2024,5on5,6
BUF,2024,5on5,16
CHI,2024,5on5,14
ANA,2024,5on5,13
FLA,2024,5on5,25
CHI,2024,5on5,28
NYI,2024,5on5,39
SJS,2024,5on5,6
PIT,2024,5on5,6
STL,2024,5on5,17
OTT,2024,5on5,20
WSH,2024,5on5,4
CHI,2024,5on5,11
SJS,2024,5on5,10
TOR,2024,5on5,5
DET,2024,5on5,64
OTT,2024,5on5,10
PIT,2024,5on5,4
CAR,2024,5on5,66
TBL,2024,5on5,9
NSH,2024,5on5,4
STL,2024,5on5,23
NYI,2024,5on5,26
PHI,2024,5on5,13
FLA,2024,5on5,38
CAR,2024,5on5,25
VAN,2024,5on5,8
SJS,2024,5on5,15
TBL,2024,5on5,16
TOR,2024,5on5,3
NSH,2024,5on5,30
CBJ,2024,5on5,31
PHI,2024,5on5,14
NYR,2024,5on5,26
VAN,2024,5on5,32
BUF,2024,5on5,16
VAN,2024,5on5,5
NYI,2024,5on5,9
NJD,2024,5on5,12
WPG,2024,5on5,15
MIN,2024,5on5,4
EDM,2024,5on5,11
DAL,2024,5on5,23
MIN,2024,5on5,6
BUF,2024,5on5,10
DET,2024,5on5,25
BUF,2024,5on5,14
CBJ,2024,5on5,5
NYR,2024,5on5,10
MIN,2024,5on5,2
VGK,2024,5on5,1
VAN,2024,5on5,4
VAN,2024,5on5,2
OTT,2024,5on5,8
CAR,2024,5on5,10
TBL,2024,5on5,2
DET,2024,5on5,4
CGY,2024,5on5,18
CAR,2024,5on5,16
TBL,2024,5on5,5
BUF,2024,5on5,27
FLA,2024,5on5,21
CAR,2024,5on5,9
CAR,2024,5on5,10
LAK,2024,5on5,7
COL,2024,5on5,29
STL,2024,5on5,5
NYR,2024,5on5,1
DET,2024,5on5,3
COL,2024,5on5,21
DAL,2024,5on5,18
SEA,2024,5on5,19
CGY,2024,5on5,54
STL,2024,5on5,4
MIN,2024,5on5,38
OTT,2024,5on5,13
NSH,2024,5on5,9
MIN,2024,5on5,38
CBJ,2024,5on5,15
PIT,2024,5on5,4
PIT,2024,5on5,14
NYR,2024,5on5,3
MTL,2024,5on5,3
TOR,2024,5on5,10
WPG,2024,5on5,9
COL,2024,5on5,17
LAK,2024,5on5,7
VAN,2024,5on5,1
CHI,2024,5on5,9
WSH,2024,5on5,2
STL,2024,5on5,7
SEA,2024,5on5,4
EDM,2024,5on5,2
CHI,2024,5on5,3
CGY,2024,5on5,9
COL,2024,5on5,8
NYI,2024,5on5,25
STL,2024,5on5,58
MIN,2024,5on5,25
CHI,2024,5on5,32
CHI,2024,5on5,11
CBJ,2024,5on5,19
CBJ,2024,5on5,6
LAK,2024,5on5,6
CBJ,2024,5on5,5
PIT,2024,5on5,6
MTL,2024,5on5,23
MTL,2024,5on5,50
CHI,2024,5on5,10
STL,2024,5on5,13
ANA,2024,5on5,16
CBJ,2024,5on5,3
UTA,2024,5on5,16
CHI,2024,5on5,15
MTL,2024,5on5,19
BUF,2024,5on5,19
COL,2024,5on5,5
MIN,2024,5on5,6
TBL,2024,5on5,17
TOR,2024,5on5,3
FLA,2024,5on5,7
CBJ,2024,5on5,46
NYI,2024,5on5,19
BOS,2024,5on5,17
SJS,2024,5on5,41
EDM,2024,5on5,28
VAN,2024,5on5,4
CHI,2024,5on5,17
DAL,2024,5on5,17
WSH,2024,5on5,49
VAN,2024,5on5,9
FLA,2024,5on5,23
CGY,2024,5on5,21
NYR,2024,5on5,30
PHI,2024,5on5,44
UTA,2024,5on5,18
SJS,2024,5on5,11
UTA,2024,5on5,3
NJD,2024,5on5,35
NYI,2024,5on5,20
BOS,2024,5on5,15
MTL,2024,5on5,25
DET,2024,5on5,18
SEA,2024,5on5,20
BUF,2024,5on5,10
VAN,2024,5on5,20
ANA,2024,5on5,34
DAL,2024,5on5,8
PHI,2024,5on5,2
OTT,2024,5on5,19
TOR,2024,5on5,14
CAR,2024,5on5,53
VAN,2024,5on5,23
CAR,2024,5on5,41
VGK,2024,5on5,11
COL,2024,5on5,6
BUF,2024,5on5,3
COL,2024,5on5,5
MTL,2024,5on5,17
STL,2024,5on5,25
TOR,2024,5on5,47
SJS,2024,5on5,1
TBL,2024,5on5,47
TOR,2024,5on5,2
FLA,2024,5on5,18
DET,2024,5on5,7
TBL,2024,5on5,9
PHI,2024,5on5,23
CGY,2024,5on5,55
WPG,2024,5on5,18
FLA,2024,5on5,15
SJS,2024,5on5,3
NYR,2024,5on5,3
WPG,2024,5on5,23
MIN,2024,5on5,17
PIT,2024,5on5,4
CHI,2024,5on5,4
VAN,2024,5on5,16
SJS,2024,5on5,25
VAN,2024,5on5,9
CBJ,2024,5on5,9
CBJ,2024,5on5,9
CBJ,2024,5on5,2
BOS,2024,5on5,50
PIT,2024,5on5,3
PIT,2024,5on5,5
UTA,2024,5on5,37
PHI,2024,5on5,5
PIT,2024,5on5,6
STL,2024,5on5,7
PHI,2024,5on5,28
COL,2024,5on5,4
TBL,2024,5on5,60
NSH,2024,5on5,8
TBL,2024,5on5,14
CGY,2024,5on5,28
NYI,2024,5on5,11
SJS,2024,5on5,3
NYI,2024,5on5,10
COL,2024,5on5,18
SJS,2024,5on5,20
CAR,2024,5on5,9
ANA,2024,5on5,27
TBL,2024,5on5,2
EDM,2024,5on5,14
BOS,2024,5on5,37
COL,2024,5on5,13
SJS,2024,5on5,11
WPG,2024,5on5,5
TBL,2024,5on5,26
CHI,2024,5on5,28
FLA,2024,5on5,21
DAL,2024,5on5,10
NYI,2024,5on5,17
ANA,2024,5on5,2
NJD,2024,5on5,55
PIT,2024,5on5,28
PHI,2024,5on5,28
DAL,2024,5on5,28
COL,2024,5on5,10
BUF,2024,5on5,18
SJS,2024,5on5,33
CHI,2024,5on5,3
NSH,2024,5on5,47
CAR,2024,5on5,37
NYR,2024,5on5,4
DET,2024,5on5,15
VAN,2024,5on5,23
WPG,2024,5on5,31
VGK,2024,5on5,5
TBL,2024,5on5,15
NSH,2024,5on5,5
BUF,2024,5on5,12
OTT,2024,5on5,16
SEA,2024,5on5,81
DET,2024,5on5,6
CAR,2024,5on5,5
PIT,2024,5on5,9
CAR,2024,5on5,36
NJD,2024,5on5,3
VGK,2024,5on5,10
WPG,2024,5on5,12
NJD,2024,5on5,9
SEA,2024,5on5,27
DAL,2024,5on5,35
DAL,2024,5on5,8
WPG,2024,5on5,4
SEA,2024,5on5,8
SEA,2024,5on5,38
CHI,2024,5on5,5
WSH,2024,5on5,46
NSH,2024,5on5,4
STL,2024,5on5,8
NSH,2024,5on5,25
NSH,2024,5on5,42
SJS,2024,5on5,3
DAL,2024,5on5,37
STL,2024,5on5,37
TOR,2024,5on5,13
NSH,2024,5on5,42
CBJ,2024,5on5,40
COL,2024,5on5,3
COL,2024,5on5,5
PIT,2024,5on5,6
TBL,2024,5on5,15
CHI,2024,5on5,12
OTT,2024,5on5,3
NYR,2024,5on5,4
CBJ,2024,5on5,13
FLA,2024,5on5,8
LAK,2024,5on5,7
UTA,2024,5on5,4
SJS,2024,5on5,5
NJD,2024,5on5,21
SJS,2024,5on5,11
FLA,2024,5on5,18
VAN,2024,5on5,15
NYI,2024,5on5,16
