playerId,name,team,season,situation,games_played,icetime
8478048,Igor Shesterkin,NYR,2022,all,7,427:38
8479979,Jake Oettinger,DAL,2022,all,19,1077:46
8476999,Linus Ullmark,BOS,2022,all,6,359:51
8478009,Ilya Sorokin,NYI,2022,all,6,369:27
8480280,Jeremy Swayman,BOS,2022,all,2,71:46
8476945,Connor Hellebuyck,WPG,2022,all,5,314:02
8478492,Ilya Samsonov,TOR,2022,all,9,498:09
8470594,Marc-Andre Fleury,MIN,2022,all,2,76:41
8474889,Martin Jones,SEA,2022,all,1,18:15
8479361,Joseph Woll,TOR,2022,all,4,197:55
8476316,Laurent Brossoit,VGK,2022,all,8,433:22
8481033,Akira Schmid,NJD,2022,all,9,459:46
8475789,Jack Campbell,EDM,2022,all,4,118:16
8478499,Adin Hill,VGK,2022,all,16,913:20
8477293,Antti Raanta,CAR,2022,all,6,363:11
8475883,Frederik Andersen,CAR,2022,all,9,590:18
8476914,Joonas Korpisalo,LAK,2022,all,6,350:15
8480382,Alexandar Georgiev,COL,2022,all,7,415:22
8479973,Stuart Skinner,EDM,2022,all,12,618:57
8476883,Andrei Vasilevskiy,TBL,2022,all,6,387:49
8479312,Alex Lyon,FLA,2022,all,4,198:32
8479406,Filip Gustavsson,MIN,2022,all,5,308:32
8481611,Pyotr Kochetkov,CAR,2022,all,1,39:07
8475831,Philipp Grubauer,SEA,2022,all,14,822:42
8477831,Pheonix Copley,LAK,2022,all,1,28:11
8477970,Vitek Vanecek,NJD,2022,all,7,271:36
8475809,Scott Wedgewood,DAL,2022,all,3,105:21
8475683,Sergei Bobrovsky,FLA,2022,all,19,1164:21
