team,season,situation,games_played
VAN,2023,5on5,12
DAL,2023,5on5,4
NSH,2023,5on5,5
EDM,2023,5on5,5
NSH,2023,5on5,6
NYI,2023,5on5,2
CAR,2023,5on5,11
NYI,2023,5on5,5
NYI,2023,5on5,5
VAN,2023,5on5,13
NSH,2023,5on5,3
NSH,2023,5on5,5
NYR,2023,5on5,13
DAL,2023,5on5,8
NYI,2023,5on5,2
NSH,2023,5on5,3
EDM,2023,5on5,22
EDM,2023,5on5,7
DAL,2023,5on5,18
CAR,2023,5on5,10
VGK,2023,5on5,6
FLA,2023,5on5,24
WPG,2023,5on5,5
FLA,2023,5on5,3
VAN,2023,5on5,13
EDM,2023,5on5,5
EDM,2023,5on5,4
CAR,2023,5on5,6
DAL,2023,5on5,8
TOR,2023,5on5,7
COL,2023,5on5,8
VAN,2023,5on5,12
COL,2023,5on5,9
DAL,2023,5on5,10
FLA,2023,5on5,9
FLA,2023,5on5,11
DAL,2023,5on5,14
VGK,2023,5on5,3
NYI,2023,5on5,5
BOS,2023,5on5,13
COL,2023,5on5,11
EDM,2023,5on5,14
VGK,2023,5on5,6
FLA,2023,5on5,22
CAR,2023,5on5,9
NSH,2023,5on5,5
BOS,2023,5on5,7
COL,2023,5on5,2
FLA,2023,5on5,9
DAL,2023,5on5,5
TOR,2023,5on5,5
LAK,2023,5on5,5
DAL,2023,5on5,9
EDM,2023,5on5,9
WSH,2023,5on5,4
NYR,2023,5on5,16
NYI,2023,5on5,5
EDM,2023,5on5,5
NYR,2023,5on5,15
DAL,2023,5on5,17
EDM,2023,5on5,20
LAK,2023,5on5,5
COL,2023,5on5,10
EDM,2023,5on5,10
CAR,2023,5on5,8
EDM,2023,5on5,24
EDM,2023,5on5,9
COL,2023,5on5,10
VGK,2023,5on5,7
NYI,2023,5on5,5
DAL,2023,5on5,10
EDM,2023,5on5,8
