team,season,situation,games_played
NSH,2021,5on5,2
TOR,2021,5on5,4
FLA,2021,5on5,10
NYR,2021,5on5,3
COL,2021,5on5,4
FLA,2021,5on5,7
FLA,2021,5on5,4
MIN,2021,5on5,4
NSH,2021,5on5,2
NYR,2021,5on5,4
BOS,2021,5on5,4
EDM,2021,5on5,10
TOR,2021,5on5,5
CAR,2021,5on5,14
PIT,2021,5on5,5
COL,2021,5on5,18
LAK,2021,5on5,3
CGY,2021,5on5,7
NYR,2021,5on5,5
FLA,2021,5on5,8
COL,2021,5on5,2
NSH,2021,5on5,2
EDM,2021,5on5,7
NSH,2021,5on5,4
LAK,2021,5on5,5
LAK,2021,5on5,4
EDM,2021,5on5,9
STL,2021,5on5,9
DAL,2021,5on5,6
CAR,2021,5on5,5
MIN,2021,5on5,2
TBL,2021,5on5,8
STL,2021,5on5,12
CGY,2021,5on5,7
COL,2021,5on5,20
COL,2021,5on5,11
CGY,2021,5on5,11
TBL,2021,5on5,6
TBL,2021,5on5,11
WSH,2021,5on5,6
COL,2021,5on5,7
STL,2021,5on5,7
CGY,2021,5on5,8
COL,2021,5on5,20
WSH,2021,5on5,4
PIT,2021,5on5,4
CGY,2021,5on5,10
EDM,2021,5on5,7
COL,2021,5on5,12
BOS,2021,5on5,4
STL,2021,5on5,8
NYR,2021,5on5,20
TBL,2021,5on5,23
FLA,2021,5on5,9
CAR,2021,5on5,6
NYR,2021,5on5,19
EDM,2021,5on5,12
CGY,2021,5on5,12
CGY,2021,5on5,4
TBL,2021,5on5,10
COL,2021,5on5,17
EDM,2021,5on5,8
TBL,2021,5on5,17
WSH,2021,5on5,4
STL,2021,5on5,11
TBL,2021,5on5,8
BOS,2021,5on5,4
CAR,2021,5on5,14
NYR,2021,5on5,1
NYR,2021,5on5,5
NYR,2021,5on5,10
STL,2021,5on5,4
BOS,2021,5on5,4
TBL,2021,5on5,11
STL,2021,5on5,9
FLA,2021,5on5,8
BOS,2021,5on5,3
WSH,2021,5on5,3
NSH,2021,5on5,4
STL,2021,5on5,7
COL,2021,5on5,4
CGY,2021,5on5,9
DAL,2021,5on5,7
PIT,2021,5on5,6
COL,2021,5on5,13
COL,2021,5on5,13
DAL,2021,5on5,3
CGY,2021,5on5,8
TBL,2021,5on5,22
TOR,2021,5on5,7
EDM,2021,5on5,5
STL,2021,5on5,9
STL,2021,5on5,7
EDM,2021,5on5,15
COL,2021,5on5,12
NYR,2021,5on5,16
NYR,2021,5on5,12
PIT,2021,5on5,1
STL,2021,5on5,9
STL,2021,5on5,6
TOR,2021,5on5,7
COL,2021,5on5,19
LAK,2021,5on5,2
EDM,2021,5on5,6
COL,2021,5on5,14
STL,2021,5on5,4
EDM,2021,5on5,8
MIN,2021,5on5,6
NSH,2021,5on5,1
EDM,2021,5on5,12
NSH,2021,5on5,4
NYR,2021,5on5,7
COL,2021,5on5,3
FLA,2021,5on5,7
BOS,2021,5on5,5
TBL,2021,5on5,6
WSH,2021,5on5,2
COL,2021,5on5,19
CGY,2021,5on5,10
COL,2021,5on5,14
COL,2021,5on5,8
NYR,2021,5on5,16
COL,2021,5on5,9
EDM,2021,5on5,6
COL,2021,5on5,6
STL,2021,5on5,9
MIN,2021,5on5,6
LAK,2021,5on5,3
CGY,2021,5on5,7
COL,2021,5on5,13
TBL,2021,5on5,8
DAL,2021,5on5,7
EDM,2021,5on5,6
EDM,2021,5on5,9
TOR,2021,5on5,2
COL,2021,5on5,20
MIN,2021,5on5,6
NYR,2021,5on5,4
PIT,2021,5on5,3
COL,2021,5on5,5
CGY,2021,5on5,8
