team,season,situation,games_played,goalsFor,goalsAgainst,xGoalsFor,xGoalsAgainst,xGoalsPercentage,shotsOnGoalFor,shotsOnGoalAgainst,highDangerShotsFor,highDangerShotsAgainst,penaltiesFor,penaltiesAgainst
CGY,2021,other,12,4.0,7.0,5.13,7.38,0.41,27.0,23.0,6.0,11.0,0.0,0.0
CGY,2021,all,12,35.0,39.0,41.28,41.74,0.5,476.0,365.0,36.0,49.0,63.0,64.0
CGY,2021,5on5,12,26.0,27.0,28.66,22.52,0.56,358.0,271.0,22.0,23.0,55.0,55.0
CGY,2021,4on5,12,1.0,4.0,0.97,10.22,0.09,21.0,52.0,0.0,14.0,2.0,5.0
CGY,2021,5on4,12,4.0,1.0,6.51,1.62,0.8,70.0,19.0,8.0,1.0,6.0,4.0
WSH,2021,other,6,3.0,2.0,4.9,2.83,0.63,17.0,13.0,9.0,5.0,1.0,1.0
WSH,2021,all,6,19.0,20.0,21.71,17.89,0.55,182.0,199.0,28.0,20.0,26.0,31.0
WSH,2021,5on5,6,10.0,18.0,12.3,13.56,0.48,129.0,164.0,13.0,15.0,25.0,26.0
WSH,2021,4on5,6,0.0,0.0,0.6,1.32,0.31,9.0,20.0,1.0,0.0,0.0,2.0
WSH,2021,5on4,6,6.0,0.0,3.92,0.17,0.96,27.0,2.0,5.0,0.0,0.0,2.0
STL,2021,other,12,6.0,4.0,6.97,3.2,0.69,21.0,17.0,10.0,4.0,1.0,1.0
STL,2021,all,12,40.0,38.0,33.26,35.4,0.48,346.0,408.0,27.0,29.0,46.0,46.0
STL,2021,5on5,12,23.0,27.0,17.96,25.84,0.41,250.0,332.0,10.0,18.0,41.0,41.0
STL,2021,4on5,12,0.0,7.0,0.65,5.76,0.1,12.0,49.0,1.0,7.0,1.0,3.0
STL,2021,5on4,12,11.0,0.0,7.66,0.59,0.93,63.0,10.0,6.0,0.0,3.0,1.0
TBL,2021,other,23,12.0,9.0,11.84,9.46,0.56,40.0,49.0,19.0,10.0,3.0,2.0
TBL,2021,all,23,67.0,61.0,77.8,76.52,0.5,715.0,754.0,99.0,72.0,100.0,111.0
TBL,2021,5on5,23,41.0,36.0,47.0,45.99,0.51,518.0,556.0,54.0,35.0,89.0,100.0
TBL,2021,4on5,23,1.0,13.0,1.64,18.38,0.08,25.0,122.0,2.0,22.0,3.0,4.0
TBL,2021,5on4,23,13.0,3.0,17.31,2.7,0.87,132.0,27.0,24.0,5.0,5.0,5.0
EDM,2021,other,16,4.0,5.0,5.58,5.82,0.49,17.0,33.0,10.0,7.0,1.0,0.0
EDM,2021,all,16,65.0,59.0,62.97,58.59,0.52,545.0,622.0,74.0,57.0,75.0,67.0
EDM,2021,5on5,16,46.0,43.0,40.15,36.94,0.52,426.0,461.0,40.0,30.0,64.0,60.0
EDM,2021,4on5,16,3.0,10.0,1.68,14.67,0.1,21.0,110.0,2.0,19.0,6.0,4.0
EDM,2021,5on4,16,12.0,1.0,15.56,1.16,0.93,81.0,18.0,22.0,1.0,4.0,3.0
PIT,2021,other,7,3.0,2.0,5.46,2.38,0.7,15.0,9.0,9.0,3.0,0.0,1.0
PIT,2021,all,7,29.0,28.0,33.69,22.14,0.6,310.0,270.0,40.0,23.0,23.0,27.0
PIT,2021,5on5,7,20.0,18.0,23.73,13.74,0.63,254.0,219.0,26.0,12.0,19.0,23.0
PIT,2021,4on5,7,1.0,6.0,0.34,4.5,0.07,5.0,29.0,0.0,4.0,1.0,0.0
PIT,2021,5on4,7,5.0,2.0,4.16,1.52,0.73,36.0,13.0,5.0,4.0,3.0,3.0
LAK,2021,other,7,2.0,2.0,1.74,2.73,0.39,17.0,7.0,2.0,4.0,0.0,1.0
LAK,2021,all,7,17.0,27.0,26.94,27.93,0.49,261.0,250.0,27.0,31.0,27.0,31.0
LAK,2021,5on5,7,12.0,16.0,15.76,20.07,0.44,189.0,203.0,12.0,19.0,25.0,28.0
LAK,2021,4on5,7,0.0,7.0,0.65,4.57,0.13,3.0,32.0,1.0,7.0,1.0,0.0
LAK,2021,5on4,7,3.0,2.0,8.78,0.56,0.94,52.0,8.0,12.0,1.0,1.0,2.0
DAL,2021,other,7,5.0,3.0,5.35,3.38,0.61,16.0,19.0,6.0,4.0,0.0,0.0
DAL,2021,all,7,14.0,15.0,19.19,24.72,0.44,195.0,287.0,17.0,24.0,35.0,35.0
DAL,2021,5on5,7,8.0,11.0,11.89,17.15,0.41,150.0,216.0,10.0,15.0,32.0,32.0
DAL,2021,4on5,7,0.0,1.0,0.56,3.51,0.14,8.0,40.0,0.0,5.0,2.0,3.0
DAL,2021,5on4,7,1.0,0.0,1.39,0.68,0.67,21.0,12.0,1.0,0.0,1.0,0.0
