team,season,situation,games_played
COL,2022,5on5,7
CBJ,2022,5on5,44
CBJ,2022,5on5,7
PIT,2022,5on5,9
PIT,2022,5on5,6
ANA,2022,5on5,17
ARI,2022,5on5,2
SJS,2022,5on5,16
VGK,2022,5on5,20
SJS,2022,5on5,1
BUF,2022,5on5,27
DET,2022,5on5,5
TOR,2022,5on5,35
NSH,2022,5on5,3
NYI,2022,5on5,3
OTT,2022,5on5,6
NSH,2022,5on5,21
MIN,2022,5on5,4
LAK,2022,5on5,6
TOR,2022,5on5,17
NYR,2022,5on5,14
FLA,2022,5on5,21
NYR,2022,5on5,30
OTT,2022,5on5,49
CBJ,2022,5on5,3
VAN,2022,5on5,16
CAR,2022,5on5,12
STL,2022,5on5,1
ANA,2022,5on5,7
CBJ,2022,5on5,21
DET,2022,5on5,18
SEA,2022,5on5,52
WPG,2022,5on5,4
DET,2022,5on5,7
DAL,2022,5on5,19
EDM,2022,5on5,21
WSH,2022,5on5,4
NYR,2022,5on5,17
LAK,2022,5on5,13
ARI,2022,5on5,9
DET,2022,5on5,37
TOR,2022,5on5,25
PIT,2022,5on5,20
STL,2022,5on5,39
DET,2022,5on5,22
CHI,2022,5on5,18
COL,2022,5on5,3
SEA,2022,5on5,14
CAR,2022,5on5,16
STL,2022,5on5,63
MIN,2022,5on5,2
LAK,2022,5on5,9
FLA,2022,5on5,7
CAR,2022,5on5,29
STL,2022,5on5,7
CAR,2022,5on5,2
WSH,2022,5on5,3
CAR,2022,5on5,16
PIT,2022,5on5,36
SJS,2022,5on5,6
ANA,2022,5on5,8
EDM,2022,5on5,22
PHI,2022,5on5,32
CHI,2022,5on5,2
VGK,2022,5on5,3
OTT,2022,5on5,9
CAR,2022,5on5,18
WPG,2022,5on5,13
ARI,2022,5on5,57
WPG,2022,5on5,5
NSH,2022,5on5,13
PIT,2022,5on5,22
CGY,2022,5on5,11
WPG,2022,5on5,13
CGY,2022,5on5,10
WPG,2022,5on5,6
ARI,2022,5on5,32
BUF,2022,5on5,4
CGY,2022,5on5,4
OTT,2022,5on5,39
EDM,2022,5on5,19
ANA,2022,5on5,17
COL,2022,5on5,19
VGK,2022,5on5,10
CBJ,2022,5on5,12
NJD,2022,5on5,11
WSH,2022,5on5,5
CHI,2022,5on5,35
OTT,2022,5on5,44
CAR,2022,5on5,25
CBJ,2022,5on5,23
EDM,2022,5on5,11
TOR,2022,5on5,51
SJS,2022,5on5,6
CHI,2022,5on5,59
TBL,2022,5on5,61
VAN,2022,5on5,4
OTT,2022,5on5,7
NSH,2022,5on5,46
NYI,2022,5on5,49
TOR,2022,5on5,6
VAN,2022,5on5,9
PHI,2022,5on5,42
MIN,2022,5on5,6
ARI,2022,5on5,22
ANA,2022,5on5,8
SJS,2022,5on5,5
LAK,2022,5on5,14
VAN,2022,5on5,20
BOS,2022,5on5,14
TOR,2022,5on5,8
BOS,2022,5on5,1
MTL,2022,5on5,3
NJD,2022,5on5,68
PIT,2022,5on5,16
WSH,2022,5on5,23
NSH,2022,5on5,17
FLA,2022,5on5,12
BOS,2022,5on5,16
CGY,2022,5on5,7
NSH,2022,5on5,28
BUF,2022,5on5,13
DAL,2022,5on5,44
NSH,2022,5on5,3
NYI,2022,5on5,31
BOS,2022,5on5,10
VGK,2022,5on5,25
WPG,2022,5on5,3
ARI,2022,5on5,28
CHI,2022,5on5,2
EDM,2022,5on5,6
VAN,2022,5on5,21
ANA,2022,5on5,9
CGY,2022,5on5,25
PHI,2022,5on5,13
NYR,2022,5on5,10
TOR,2022,5on5,5
DET,2022,5on5,8
CAR,2022,5on5,6
COL,2022,5on5,12
VAN,2022,5on5,26
NYI,2022,5on5,28
PHI,2022,5on5,1
OTT,2022,5on5,9
PIT,2022,5on5,4
SJS,2022,5on5,10
DET,2022,5on5,25
VAN,2022,5on5,13
CAR,2022,5on5,4
STL,2022,5on5,29
DET,2022,5on5,27
NJD,2022,5on5,12
PHI,2022,5on5,65
FLA,2022,5on5,5
SJS,2022,5on5,7
VGK,2022,5on5,5
ANA,2022,5on5,72
MIN,2022,5on5,9
NYI,2022,5on5,4
CBJ,2022,5on5,25
STL,2022,5on5,5
SEA,2022,5on5,10
CGY,2022,5on5,76
SEA,2022,5on5,9
CBJ,2022,5on5,3
SEA,2022,5on5,16
TOR,2022,5on5,8
SJS,2022,5on5,23
OTT,2022,5on5,30
DET,2022,5on5,6
PHI,2022,5on5,8
STL,2022,5on5,4
MIN,2022,5on5,42
TBL,2022,5on5,38
NJD,2022,5on5,24
PIT,2022,5on5,4
ANA,2022,5on5,14
ANA,2022,5on5,5
MIN,2022,5on5,18
MTL,2022,5on5,2
BUF,2022,5on5,13
DAL,2022,5on5,38
FLA,2022,5on5,2
SEA,2022,5on5,25
FLA,2022,5on5,8
SJS,2022,5on5,15
CBJ,2022,5on5,6
SJS,2022,5on5,4
CHI,2022,5on5,14
MTL,2022,5on5,13
CBJ,2022,5on5,8
DET,2022,5on5,9
TBL,2022,5on5,9
CBJ,2022,5on5,32
CHI,2022,5on5,8
VGK,2022,5on5,3
ANA,2022,5on5,26
SEA,2022,5on5,20
DET,2022,5on5,6
CHI,2022,5on5,25
MIN,2022,5on5,12
MIN,2022,5on5,14
WPG,2022,5on5,17
MIN,2022,5on5,48
WPG,2022,5on5,22
ANA,2022,5on5,53
WSH,2022,5on5,10
VGK,2022,5on5,15
PIT,2022,5on5,19
STL,2022,5on5,18
ARI,2022,5on5,10
BUF,2022,5on5,10
ANA,2022,5on5,23
FLA,2022,5on5,28
PHI,2022,5on5,23
NYI,2022,5on5,11
CBJ,2022,5on5,28
DAL,2022,5on5,73
BOS,2022,5on5,1
LAK,2022,5on5,32
TOR,2022,5on5,20
OTT,2022,5on5,41
DET,2022,5on5,3
CBJ,2022,5on5,9
DET,2022,5on5,3
STL,2022,5on5,20
COL,2022,5on5,26
ARI,2022,5on5,26
DAL,2022,5on5,55
NYR,2022,5on5,79
ARI,2022,5on5,15
SEA,2022,5on5,4
DAL,2022,5on5,3
WPG,2022,5on5,8
BOS,2022,5on5,37
MTL,2022,5on5,30
COL,2022,5on5,9
WSH,2022,5on5,4
PHI,2022,5on5,11
NYI,2022,5on5,11
ANA,2022,5on5,8
NYR,2022,5on5,22
NYI,2022,5on5,26
ARI,2022,5on5,5
NSH,2022,5on5,3
CBJ,2022,5on5,3
CBJ,2022,5on5,18
WSH,2022,5on5,6
PHI,2022,5on5,15
OTT,2022,5on5,5
VGK,2022,5on5,3
CHI,2022,5on5,14
TOR,2022,5on5,30
TOR,2022,5on5,16
NJD,2022,5on5,35
EDM,2022,5on5,10
WPG,2022,5on5,6
COL,2022,5on5,21
NYI,2022,5on5,18
NSH,2022,5on5,10
ANA,2022,5on5,8
NYI,2022,5on5,11
TOR,2022,5on5,43
COL,2022,5on5,13
ARI,2022,5on5,26
WPG,2022,5on5,46
DAL,2022,5on5,79
PHI,2022,5on5,34
PHI,2022,5on5,11
WSH,2022,5on5,7
MIN,2022,5on5,2
WSH,2022,5on5,6
NSH,2022,5on5,4
FLA,2022,5on5,20
TOR,2022,5on5,2
LAK,2022,5on5,15
NJD,2022,5on5,23
PHI,2022,5on5,4
ANA,2022,5on5,3
NYI,2022,5on5,70
NSH,2022,5on5,16
ANA,2022,5on5,24
MTL,2022,5on5,4
NSH,2022,5on5,10
VAN,2022,5on5,14
EDM,2022,5on5,9
MTL,2022,5on5,38
VGK,2022,5on5,20
VGK,2022,5on5,5
WSH,2022,5on5,14
NSH,2022,5on5,33
MTL,2022,5on5,15
TOR,2022,5on5,17
NSH,2022,5on5,5
MIN,2022,5on5,3
FLA,2022,5on5,32
SJS,2022,5on5,13
NJD,2022,5on5,2
EDM,2022,5on5,20
NSH,2022,5on5,12
PIT,2022,5on5,16
CBJ,2022,5on5,1
ANA,2022,5on5,6
NYR,2022,5on5,28
WSH,2022,5on5,15
NJD,2022,5on5,5
CHI,2022,5on5,2
CBJ,2022,5on5,11
DET,2022,5on5,36
MIN,2022,5on5,17
WPG,2022,5on5,61
COL,2022,5on5,7
ANA,2022,5on5,12
BUF,2022,5on5,24
WSH,2022,5on5,7
MTL,2022,5on5,10
NSH,2022,5on5,17
VAN,2022,5on5,8
WSH,2022,5on5,14
BOS,2022,5on5,51
BOS,2022,5on5,33
NSH,2022,5on5,7
TBL,2022,5on5,40
WPG,2022,5on5,4
CHI,2022,5on5,9
FLA,2022,5on5,3
PIT,2022,5on5,5
CBJ,2022,5on5,2
CAR,2022,5on5,6
WSH,2022,5on5,26
VAN,2022,5on5,6
SJS,2022,5on5,22
DET,2022,5on5,19
TBL,2022,5on5,15
VAN,2022,5on5,13
DET,2022,5on5,5
MTL,2022,5on5,3
COL,2022,5on5,23
ARI,2022,5on5,33
CBJ,2022,5on5,7
ANA,2022,5on5,23
CHI,2022,5on5,9
MTL,2022,5on5,8
ARI,2022,5on5,9
STL,2022,5on5,2
NJD,2022,5on5,9
WPG,2022,5on5,2
NSH,2022,5on5,16
COL,2022,5on5,8
NYR,2022,5on5,12
CBJ,2022,5on5,10
LAK,2022,5on5,8
VGK,2022,5on5,19
NJD,2022,5on5,21
CBJ,2022,5on5,26
MTL,2022,5on5,3
OTT,2022,5on5,58
TBL,2022,5on5,2
MTL,2022,5on5,32
WSH,2022,5on5,17
ARI,2022,5on5,54
STL,2022,5on5,6
CAR,2022,5on5,19
NSH,2022,5on5,10
STL,2022,5on5,13
WPG,2022,5on5,47
MIN,2022,5on5,2
COL,2022,5on5,25
EDM,2022,5on5,18
CAR,2022,5on5,20
ANA,2022,5on5,48
VGK,2022,5on5,6
DAL,2022,5on5,35
WPG,2022,5on5,10
CAR,2022,5on5,7
COL,2022,5on5,12
NSH,2022,5on5,8
CBJ,2022,5on5,59
OTT,2022,5on5,8
EDM,2022,5on5,52
CHI,2022,5on5,13
MIN,2022,5on5,9
MTL,2022,5on5,29
PIT,2022,5on5,24
BOS,2022,5on5,4
LAK,2022,5on5,10
NYR,2022,5on5,64
CGY,2022,5on5,8
WPG,2022,5on5,9
MTL,2022,5on5,5
WPG,2022,5on5,2
ANA,2022,5on5,5
EDM,2022,5on5,29
DAL,2022,5on5,5
PHI,2022,5on5,1
LAK,2022,5on5,48
ARI,2022,5on5,10
PIT,2022,5on5,21
WSH,2022,5on5,21
VGK,2022,5on5,4
BUF,2022,5on5,51
MTL,2022,5on5,28
NJD,2022,5on5,4
FLA,2022,5on5,79
NSH,2022,5on5,19
DAL,2022,5on5,19
OTT,2022,5on5,9
SEA,2022,5on5,6
LAK,2022,5on5,17
TOR,2022,5on5,40
CGY,2022,5on5,8
BOS,2022,5on5,10
CGY,2022,5on5,5
NYI,2022,5on5,6
STL,2022,5on5,15
NYR,2022,5on5,15
SEA,2022,5on5,40
VAN,2022,5on5,4
SEA,2022,5on5,10
WSH,2022,5on5,7
SJS,2022,5on5,4
VAN,2022,5on5,38
STL,2022,5on5,17
CBJ,2022,5on5,11
NYI,2022,5on5,2
CAR,2022,5on5,5
STL,2022,5on5,6
COL,2022,5on5,21
WPG,2022,5on5,5
WSH,2022,5on5,43
BUF,2022,5on5,41
CAR,2022,5on5,43
MIN,2022,5on5,76
STL,2022,5on5,16
PIT,2022,5on5,49
OTT,2022,5on5,10
NYI,2022,5on5,12
TOR,2022,5on5,32
BUF,2022,5on5,41
BOS,2022,5on5,9
NSH,2022,5on5,5
WSH,2022,5on5,31
MIN,2022,5on5,13
NSH,2022,5on5,28
NYR,2022,5on5,18
MIN,2022,5on5,2
SEA,2022,5on5,26
MTL,2022,5on5,3
BOS,2022,5on5,17
WSH,2022,5on5,10
NYR,2022,5on5,21
NJD,2022,5on5,4
LAK,2022,5on5,23
LAK,2022,5on5,3
CBJ,2022,5on5,2
WSH,2022,5on5,11
DET,2022,5on5,6
MTL,2022,5on5,5
CBJ,2022,5on5,10
WSH,2022,5on5,9
DET,2022,5on5,6
VGK,2022,5on5,13
WPG,2022,5on5,10
PIT,2022,5on5,10
LAK,2022,5on5,5
OTT,2022,5on5,2
VGK,2022,5on5,49
CBJ,2022,5on5,2
VAN,2022,5on5,2
NYI,2022,5on5,44
CBJ,2022,5on5,12
MTL,2022,5on5,20
OTT,2022,5on5,3
ANA,2022,5on5,26
DAL,2022,5on5,6
ARI,2022,5on5,18
SEA,2022,5on5,56
VGK,2022,5on5,8
NYI,2022,5on5,62
FLA,2022,5on5,29
NSH,2022,5on5,3
VAN,2022,5on5,49
SEA,2022,5on5,12
CBJ,2022,5on5,13
MIN,2022,5on5,34
DET,2022,5on5,7
MTL,2022,5on5,7
FLA,2022,5on5,49
TBL,2022,5on5,10
PIT,2022,5on5,17
LAK,2022,5on5,16
OTT,2022,5on5,50
VGK,2022,5on5,4
SJS,2022,5on5,6
SEA,2022,5on5,29
MTL,2022,5on5,1
VGK,2022,5on5,3
NSH,2022,5on5,60
BOS,2022,5on5,7
SJS,2022,5on5,10
NYI,2022,5on5,4
VAN,2022,5on5,2
ANA,2022,5on5,3
BOS,2022,5on5,20
LAK,2022,5on5,13
WSH,2022,5on5,10
TBL,2022,5on5,7
OTT,2022,5on5,33
VAN,2022,5on5,10
VAN,2022,5on5,22
BUF,2022,5on5,24
NYI,2022,5on5,23
DET,2022,5on5,52
VGK,2022,5on5,25
BOS,2022,5on5,12
NJD,2022,5on5,40
ARI,2022,5on5,30
FLA,2022,5on5,13
CBJ,2022,5on5,4
TOR,2022,5on5,6
TOR,2022,5on5,9
COL,2022,5on5,35
COL,2022,5on5,12
MTL,2022,5on5,27
CHI,2022,5on5,25
COL,2022,5on5,16
NYR,2022,5on5,5
ARI,2022,5on5,14
WPG,2022,5on5,47
PIT,2022,5on5,6
DET,2022,5on5,19
STL,2022,5on5,5
BUF,2022,5on5,14
STL,2022,5on5,23
LAK,2022,5on5,9
TOR,2022,5on5,6
EDM,2022,5on5,3
CHI,2022,5on5,15
SEA,2022,5on5,4
LAK,2022,5on5,6
MIN,2022,5on5,14
MIN,2022,5on5,13
BOS,2022,5on5,25
SJS,2022,5on5,32
TOR,2022,5on5,10
OTT,2022,5on5,62
PIT,2022,5on5,51
VAN,2022,5on5,30
ANA,2022,5on5,24
EDM,2022,5on5,8
CHI,2022,5on5,4
MIN,2022,5on5,23
OTT,2022,5on5,39
PIT,2022,5on5,68
NSH,2022,5on5,4
ARI,2022,5on5,9
ANA,2022,5on5,6
SJS,2022,5on5,28
TOR,2022,5on5,3
MTL,2022,5on5,28
SEA,2022,5on5,68
FLA,2022,5on5,6
CHI,2022,5on5,7
EDM,2022,5on5,23
NSH,2022,5on5,7
MIN,2022,5on5,32
BOS,2022,5on5,16
NJD,2022,5on5,7
TOR,2022,5on5,14
TOR,2022,5on5,25
DAL,2022,5on5,8
VGK,2022,5on5,12
ANA,2022,5on5,8
VAN,2022,5on5,10
CHI,2022,5on5,9
BOS,2022,5on5,41
FLA,2022,5on5,23
STL,2022,5on5,11
STL,2022,5on5,3
DET,2022,5on5,9
DET,2022,5on5,1
EDM,2022,5on5,12
NSH,2022,5on5,9
WSH,2022,5on5,11
NSH,2022,5on5,5
FLA,2022,5on5,17
WSH,2022,5on5,15
LAK,2022,5on5,14
COL,2022,5on5,48
NJD,2022,5on5,53
TBL,2022,5on5,28
TOR,2022,5on5,7
PIT,2022,5on5,44
WSH,2022,5on5,2
NJD,2022,5on5,27
WPG,2022,5on5,14
STL,2022,5on5,11
CGY,2022,5on5,47
BOS,2022,5on5,51
VGK,2022,5on5,8
NSH,2022,5on5,9
FLA,2022,5on5,12
CBJ,2022,5on5,41
CBJ,2022,5on5,43
VGK,2022,5on5,41
ANA,2022,5on5,24
SJS,2022,5on5,6
OTT,2022,5on5,66
LAK,2022,5on5,7
CGY,2022,5on5,8
PHI,2022,5on5,7
TOR,2022,5on5,29
DET,2022,5on5,3
PIT,2022,5on5,6
CBJ,2022,5on5,16
EDM,2022,5on5,19
NYI,2022,5on5,27
VGK,2022,5on5,13
FLA,2022,5on5,29
ANA,2022,5on5,15
PHI,2022,5on5,28
FLA,2022,5on5,42
NYR,2022,5on5,61
VGK,2022,5on5,4
VGK,2022,5on5,6
CBJ,2022,5on5,36
MTL,2022,5on5,8
WSH,2022,5on5,8
LAK,2022,5on5,32
NSH,2022,5on5,36
FLA,2022,5on5,8
BOS,2022,5on5,5
CBJ,2022,5on5,2
LAK,2022,5on5,26
NJD,2022,5on5,52
WSH,2022,5on5,8
TOR,2022,5on5,33
WSH,2022,5on5,2
CBJ,2022,5on5,5
SJS,2022,5on5,12
COL,2022,5on5,31
ANA,2022,5on5,15
TOR,2022,5on5,6
STL,2022,5on5,6
ARI,2022,5on5,6
PHI,2022,5on5,18
LAK,2022,5on5,31
MTL,2022,5on5,5
BOS,2022,5on5,10
PHI,2022,5on5,24
COL,2022,5on5,16
ANA,2022,5on5,13
VGK,2022,5on5,42
WPG,2022,5on5,12
BOS,2022,5on5,21
PHI,2022,5on5,26
WSH,2022,5on5,8
NSH,2022,5on5,2
CAR,2022,5on5,15
LAK,2022,5on5,19
NYR,2022,5on5,22
WPG,2022,5on5,16
CHI,2022,5on5,14
MIN,2022,5on5,57
PHI,2022,5on5,43
MTL,2022,5on5,7
LAK,2022,5on5,67
CBJ,2022,5on5,5
TBL,2022,5on5,10
ARI,2022,5on5,20
DAL,2022,5on5,72
MIN,2022,5on5,5
BOS,2022,5on5,10
ARI,2022,5on5,2
NYR,2022,5on5,23
DET,2022,5on5,36
ANA,2022,5on5,13
SEA,2022,5on5,3
DET,2022,5on5,24
DET,2022,5on5,5
PIT,2022,5on5,8
PIT,2022,5on5,10
STL,2022,5on5,75
COL,2022,5on5,12
PHI,2022,5on5,21
OTT,2022,5on5,10
FLA,2022,5on5,71
SJS,2022,5on5,28
FLA,2022,5on5,10
ARI,2022,5on5,37
NYR,2022,5on5,10
LAK,2022,5on5,53
STL,2022,5on5,8
TBL,2022,5on5,16
MIN,2022,5on5,7
WSH,2022,5on5,7
CGY,2022,5on5,16
VAN,2022,5on5,38
DET,2022,5on5,7
NSH,2022,5on5,17
PHI,2022,5on5,17
NYR,2022,5on5,20
CBJ,2022,5on5,2
WPG,2022,5on5,7
DET,2022,5on5,2
CBJ,2022,5on5,9
BUF,2022,5on5,11
BUF,2022,5on5,10
OTT,2022,5on5,7
CBJ,2022,5on5,5
BOS,2022,5on5,64
STL,2022,5on5,11
PHI,2022,5on5,8
CGY,2022,5on5,52
WSH,2022,5on5,34
CBJ,2022,5on5,15
ANA,2022,5on5,5
BOS,2022,5on5,18
BUF,2022,5on5,20
NYR,2022,5on5,16
VAN,2022,5on5,21
TOR,2022,5on5,41
DET,2022,5on5,10
COL,2022,5on5,19
NYR,2022,5on5,16
MTL,2022,5on5,6
WPG,2022,5on5,5
NYI,2022,5on5,26
DAL,2022,5on5,12
COL,2022,5on5,22
PHI,2022,5on5,2
WPG,2022,5on5,18
VGK,2022,5on5,15
COL,2022,5on5,6
SEA,2022,5on5,10
SJS,2022,5on5,13
ARI,2022,5on5,1
